"MTU (CET)","Generation - Solar  [MW] Day Ahead/ BZN|BE","Generation - Solar  [MW] Intraday / BZN|BE","Generation - Solar  [MW] Current / BZN|BE","Generation - Wind Offshore  [MW] Day Ahead/ BZN|BE","Generation - Wind Offshore  [MW] Intraday / BZN|BE","Generation - Wind Offshore  [MW] Current / BZN|BE","Generation - Wind Onshore  [MW] Day Ahead/ BZN|BE","Generation - Wind Onshore  [MW] Intraday / BZN|BE","Generation - Wind Onshore  [MW] Current / BZN|BE"
"02.02.2018 04:00 - 02.02.2018 05:00","0","0","0","824","826","826","712","677","677"
"02.02.2018 05:00 - 02.02.2018 06:00","0","0","0","815","823","823","755","723","723"
"02.02.2018 06:00 - 02.02.2018 07:00","0","0","0","795","814","814","783","696","696"
"02.02.2018 07:00 - 02.02.2018 08:00","0","0","0","790","799","799","763","748","748"
"02.02.2018 08:00 - 02.02.2018 09:00","10","11","11","754","794","794","708","743","743"
"02.02.2018 09:00 - 02.02.2018 10:00","85","88","88","703","791","791","643","698","698"
"02.02.2018 10:00 - 02.02.2018 11:00","182","184","184","682","725","725","561","638","638"
"02.02.2018 11:00 - 02.02.2018 12:00","251","182","182","630","649","681","475","566","542"
"02.02.2018 12:00 - 02.02.2018 13:00","307","244","244","587","614","643","408","490","460"
"02.02.2018 13:00 - 02.02.2018 14:00","330","283","283","575","623","656","364","432","391"
"02.02.2018 14:00 - 02.02.2018 15:00","325","488","488","580","635","646","333","386","338"
"02.02.2018 15:00 - 02.02.2018 16:00","247","345","345","617","612","608","313","345","302"
"02.02.2018 16:00 - 02.02.2018 17:00","107","147","147","642","603","638","299","312","248"
"02.02.2018 17:00 - 02.02.2018 18:00","9","11","11","625","577","568","291","284","231"
"02.02.2018 18:00 - 02.02.2018 19:00","0","0","0","571","500","473","287","258","221"
"02.02.2018 19:00 - 02.02.2018 20:00","0","0","0","494","379","355","276","230","210"
"02.02.2018 20:00 - 02.02.2018 21:00","0","0","0","408","259","242","257","194","187"
"02.02.2018 21:00 - 02.02.2018 22:00","0","0","0","311","158","160","236","154","133"
"02.02.2018 22:00 - 02.02.2018 23:00","0","0","0","224","90","89","212","116","100"
"02.02.2018 23:00 - 03.02.2018 00:00","0","0","0","181","60","57","188","87","70"
"03.02.2018 00:00 - 03.02.2018 01:00","0","0","0","40","50","50","56","51","51"
"03.02.2018 01:00 - 03.02.2018 02:00","0","0","0","44","46","46","47","43","43"
"03.02.2018 02:00 - 03.02.2018 03:00","0","0","0","53","52","52","46","43","43"
"03.02.2018 03:00 - 03.02.2018 04:00","0","0","0","61","63","63","49","47","47"
"03.02.2018 04:00 - 03.02.2018 05:00","0","0","0","69","71","71","50","50","50"
"03.02.2018 05:00 - 03.02.2018 06:00","0","0","0","71","66","66","50","50","50"
"03.02.2018 06:00 - 03.02.2018 07:00","0","0","0","66","103","103","52","60","60"
"03.02.2018 07:00 - 03.02.2018 08:00","0","0","0","56","89","89","57","68","68"
"03.02.2018 08:00 - 03.02.2018 09:00","20","13","13","47","80","80","62","77","77"
"03.02.2018 09:00 - 03.02.2018 10:00","154","97","97","39","70","70","64","84","84"
"03.02.2018 10:00 - 03.02.2018 11:00","301","200","200","34","63","63","65","89","89"
"03.02.2018 11:00 - 03.02.2018 12:00","404","223","223","26","58","100","64","91","93"
"03.02.2018 12:00 - 03.02.2018 13:00","442","259","259","18","48","77","61","89","90"
"03.02.2018 13:00 - 03.02.2018 14:00","419","259","259","15","34","51","58","83","85"
"03.02.2018 14:00 - 03.02.2018 15:00","349","218","218","14","21","30","54","75","79"
"03.02.2018 15:00 - 03.02.2018 16:00","246","156","156","15","16","22","50","67","73"
"03.02.2018 16:00 - 03.02.2018 17:00","112","70","70","20","14","19","45","59","69"
"03.02.2018 17:00 - 03.02.2018 18:00","10","6","6","19","16","20","40","51","57"
"03.02.2018 18:00 - 03.02.2018 19:00","0","0","0","14","26","27","38","42","46"
"03.02.2018 19:00 - 03.02.2018 20:00","0","0","0","19","30","52","37","35","38"
"03.02.2018 20:00 - 03.02.2018 21:00","0","0","0","32","32","71","35","30","33"
"03.02.2018 21:00 - 03.02.2018 22:00","0","0","0","49","47","112","36","30","17"
"03.02.2018 22:00 - 03.02.2018 23:00","0","0","0","81","117","164","42","33","24"
"03.02.2018 23:00 - 04.02.2018 00:00","0","0","0","131","245","347","52","42","46"
"04.02.2018 00:00 - 04.02.2018 01:00","0","0","0","583","597","597","85","101","101"
"04.02.2018 01:00 - 04.02.2018 02:00","0","0","0","652","721","721","134","178","178"
"04.02.2018 02:00 - 04.02.2018 03:00","0","0","0","659","725","725","194","248","248"
"04.02.2018 03:00 - 04.02.2018 04:00","0","0","0","661","719","719","263","313","313"
"04.02.2018 04:00 - 04.02.2018 05:00","0","0","0","655","691","691","337","381","381"
"04.02.2018 05:00 - 04.02.2018 06:00","0","0","0","624","632","632","409","437","437"
"04.02.2018 06:00 - 04.02.2018 07:00","0","0","0","587","550","550","444","432","432"
"04.02.2018 07:00 - 04.02.2018 08:00","0","0","0","541","518","518","411","381","381"
"04.02.2018 08:00 - 04.02.2018 09:00","46","51","51","476","519","519","340","301","301"
"04.02.2018 09:00 - 04.02.2018 10:00","318","343","343","442","510","510","282","231","231"
"04.02.2018 10:00 - 04.02.2018 11:00","619","655","655","437","514","514","256","207","207"
"04.02.2018 11:00 - 04.02.2018 12:00","828","498","498","493","590","595","270","248","244"
"04.02.2018 12:00 - 04.02.2018 13:00","814","598","598","583","693","684","330","355","378"
"04.02.2018 13:00 - 04.02.2018 14:00","706","636","636","641","739","730","409","469","504"
"04.02.2018 14:00 - 04.02.2018 15:00","562","505","505","689","772","763","472","543","569"
"04.02.2018 15:00 - 04.02.2018 16:00","386","409","409","730","787","779","511","583","592"
"04.02.2018 16:00 - 04.02.2018 17:00","179","170","170","757","774","775","523","586","499"
"04.02.2018 17:00 - 04.02.2018 18:00","18","20","20","770","753","739","518","558","452"
"04.02.2018 18:00 - 04.02.2018 19:00","0","0","0","777","754","729","520","518","403"
"04.02.2018 19:00 - 04.02.2018 20:00","0","0","0","778","764","741","523","470","380"
"04.02.2018 20:00 - 04.02.2018 21:00","0","0","0","758","755","755","498","417","368"
"04.02.2018 21:00 - 04.02.2018 22:00","0","0","0","736","728","743","452","366","336"
"04.02.2018 22:00 - 04.02.2018 23:00","0","0","0","709","697","742","414","324","321"
"04.02.2018 23:00 - 05.02.2018 00:00","0","0","0","651","668","731","390","303","316"
"05.02.2018 00:00 - 05.02.2018 01:00","0","0","0","672","708","708","324","318","318"
"05.02.2018 01:00 - 05.02.2018 02:00","0","0","0","634","672","672","322","327","327"
"05.02.2018 02:00 - 05.02.2018 03:00","0","0","0","602","636","636","325","339","339"
"05.02.2018 03:00 - 05.02.2018 04:00","0","0","0","580","598","598","337","355","355"
"05.02.2018 04:00 - 05.02.2018 05:00","0","0","0","551","570","570","358","383","383"
"05.02.2018 05:00 - 05.02.2018 06:00","0","0","0","508","563","563","389","418","418"
"05.02.2018 06:00 - 05.02.2018 07:00","0","0","0","496","612","612","423","295","295"
"05.02.2018 07:00 - 05.02.2018 08:00","0","0","0","508","615","615","449","350","350"
"05.02.2018 08:00 - 05.02.2018 09:00","66","63","63","512","632","632","463","383","383"
"05.02.2018 09:00 - 05.02.2018 10:00","392","379","379","532","626","626","468","399","399"
"05.02.2018 10:00 - 05.02.2018 11:00","747","732","732","550","599","599","464","403","403"
"05.02.2018 11:00 - 05.02.2018 12:00","1012","910","910","542","556","650","461","401","302"
"05.02.2018 12:00 - 05.02.2018 13:00","1144","1070","1070","520","508","579","463","398","309"
"05.02.2018 13:00 - 05.02.2018 14:00","1126","1069","1069","494","474","528","473","409","338"
"05.02.2018 14:00 - 05.02.2018 15:00","955","1110","1110","472","457","498","495","438","390"
"05.02.2018 15:00 - 05.02.2018 16:00","649","730","730","462","461","487","529","478","450"
"05.02.2018 16:00 - 05.02.2018 17:00","298","322","322","470","478","515","568","520","494"
"05.02.2018 17:00 - 05.02.2018 18:00","34","37","37","492","499","508","610","567","537"
"05.02.2018 18:00 - 05.02.2018 19:00","0","0","0","513","518","526","637","606","572"
"05.02.2018 19:00 - 05.02.2018 20:00","0","0","0","525","532","545","631","615","580"
"05.02.2018 20:00 - 05.02.2018 21:00","0","0","0","518","525","537","601","589","557"
"05.02.2018 21:00 - 05.02.2018 22:00","0","0","0","487","489","578","558","544","561"
"05.02.2018 22:00 - 05.02.2018 23:00","0","0","0","446","442","509","514","495","521"
"05.02.2018 23:00 - 06.02.2018 00:00","0","0","0","403","394","440","471","447","478"
"06.02.2018 00:00 - 06.02.2018 01:00","0","0","0","339","374","374","404","434","434"
"06.02.2018 01:00 - 06.02.2018 02:00","0","0","0","268","299","299","361","389","389"
"06.02.2018 02:00 - 06.02.2018 03:00","0","0","0","203","224","224","317","350","350"
"06.02.2018 03:00 - 06.02.2018 04:00","0","0","0","160","176","176","279","317","317"
"06.02.2018 04:00 - 06.02.2018 05:00","0","0","0","146","171","171","253","297","297"
"06.02.2018 05:00 - 06.02.2018 06:00","0","0","0","155","207","207","242","293","293"
"06.02.2018 06:00 - 06.02.2018 07:00","0","0","0","181","224","224","236","219","219"
"06.02.2018 07:00 - 06.02.2018 08:00","0","0","0","202","257","257","226","224","224"
"06.02.2018 08:00 - 06.02.2018 09:00","42","28","28","205","261","261","206","211","211"
"06.02.2018 09:00 - 06.02.2018 10:00","275","191","191","198","245","245","179","185","185"
"06.02.2018 10:00 - 06.02.2018 11:00","515","356","356","185","224","224","157","158","158"
"06.02.2018 11:00 - 06.02.2018 12:00","673","481","481","169","207","276","146","141","111"
"06.02.2018 12:00 - 06.02.2018 13:00","770","581","581","152","202","268","142","139","115"
"06.02.2018 13:00 - 06.02.2018 14:00","782","626","626","139","212","273","141","149","134"
"06.02.2018 14:00 - 06.02.2018 15:00","688","484","484","137","229","282","146","167","164"
"06.02.2018 15:00 - 06.02.2018 16:00","478","328","328","145","248","287","162","187","193"
"06.02.2018 16:00 - 06.02.2018 17:00","229","184","184","169","259","290","192","207","168"
"06.02.2018 17:00 - 06.02.2018 18:00","28","19","19","199","262","314","239","234","204"
"06.02.2018 18:00 - 06.02.2018 19:00","0","0","0","213","258","320","288","269","239"
"06.02.2018 19:00 - 06.02.2018 20:00","0","0","0","201","247","308","306","293","267"
"06.02.2018 20:00 - 06.02.2018 21:00","0","0","0","171","230","288","292","305","286"
"06.02.2018 21:00 - 06.02.2018 22:00","0","0","0","133","204","286","259","305","228"
"06.02.2018 22:00 - 06.02.2018 23:00","0","0","0","99","173","242","223","293","246"
"06.02.2018 23:00 - 07.02.2018 00:00","0","0","0","73","142","205","199","271","252"
"07.02.2018 00:00 - 07.02.2018 01:00","0","0","0","143","177","177","265","247","247"
"07.02.2018 01:00 - 07.02.2018 02:00","0","0","0","115","156","156","235","241","241"
"07.02.2018 02:00 - 07.02.2018 03:00","0","0","0","99","147","147","219","237","237"
"07.02.2018 03:00 - 07.02.2018 04:00","0","0","0","87","145","145","212","233","233"
"07.02.2018 04:00 - 07.02.2018 05:00","0","0","0","75","141","141","209","234","234"
"07.02.2018 05:00 - 07.02.2018 06:00","0","0","0","66","127","127","207","237","237"
"07.02.2018 06:00 - 07.02.2018 07:00","0","0","0","59","141","141","194","131","131"
"07.02.2018 07:00 - 07.02.2018 08:00","0","0","0","54","117","117","168","130","130"
"07.02.2018 08:00 - 07.02.2018 09:00","81","75","75","47","91","91","135","118","118"
"07.02.2018 09:00 - 07.02.2018 10:00","448","410","410","39","71","71","104","100","100"
"07.02.2018 10:00 - 07.02.2018 11:00","847","772","772","33","53","53","83","84","84"
"07.02.2018 11:00 - 07.02.2018 12:00","1143","996","996","28","36","46","72","74","61"
"07.02.2018 12:00 - 07.02.2018 13:00","1318","1147","1147","27","24","30","69","70","60"
"07.02.2018 13:00 - 07.02.2018 14:00","1336","1153","1153","30","17","20","72","76","66"
"07.02.2018 14:00 - 07.02.2018 15:00","1176","1034","1034","36","12","15","79","91","75"
"07.02.2018 15:00 - 07.02.2018 16:00","825","706","706","47","16","16","89","110","85"
"07.02.2018 16:00 - 07.02.2018 17:00","396","301","301","59","24","4","101","124","65"
"07.02.2018 17:00 - 07.02.2018 18:00","55","43","43","68","34","12","114","136","83"
"07.02.2018 18:00 - 07.02.2018 19:00","0","0","0","83","49","26","124","142","102"
"07.02.2018 19:00 - 07.02.2018 20:00","0","0","0","103","71","38","123","134","109"
"07.02.2018 20:00 - 07.02.2018 21:00","0","0","0","106","95","48","111","113","98"
"07.02.2018 21:00 - 07.02.2018 22:00","0","0","0","89","104","16","93","88","90"
"07.02.2018 22:00 - 07.02.2018 23:00","0","0","0","65","104","22","75","68","69"
"07.02.2018 23:00 - 08.02.2018 00:00","0","0","0","44","95","28","58","52","50"
"08.02.2018 00:00 - 08.02.2018 01:00","0","0","0","92","30","30","35","37","37"
"08.02.2018 01:00 - 08.02.2018 02:00","0","0","0","78","33","33","33","31","31"
"08.02.2018 02:00 - 08.02.2018 03:00","0","0","0","64","42","42","36","32","32"
"08.02.2018 03:00 - 08.02.2018 04:00","0","0","0","55","47","47","41","37","37"
"08.02.2018 04:00 - 08.02.2018 05:00","0","0","0","50","44","44","48","43","43"
"08.02.2018 05:00 - 08.02.2018 06:00","0","0","0","44","35","35","53","50","50"
"08.02.2018 06:00 - 08.02.2018 07:00","0","0","0","39","23","23","55","51","51"
"08.02.2018 07:00 - 08.02.2018 08:00","0","0","0","37","30","30","56","55","55"
"08.02.2018 08:00 - 08.02.2018 09:00","55","59","59","35","37","37","53","56","56"
"08.02.2018 09:00 - 08.02.2018 10:00","297","309","309","37","50","50","47","53","53"
"08.02.2018 10:00 - 08.02.2018 11:00","617","616","616","45","69","69","40","45","45"
"08.02.2018 11:00 - 08.02.2018 12:00","911","801","801","55","90","77","35","37","43"
"08.02.2018 12:00 - 08.02.2018 13:00","1105","1011","1011","68","115","100","31","33","38"
"08.02.2018 13:00 - 08.02.2018 14:00","1132","1070","1070","88","144","133","31","33","38"
"08.02.2018 14:00 - 08.02.2018 15:00","980","912","912","113","171","172","33","35","42"
"08.02.2018 15:00 - 08.02.2018 16:00","682","644","644","139","200","208","38","41","51"
"08.02.2018 16:00 - 08.02.2018 17:00","336","309","309","169","224","272","48","54","66"
"08.02.2018 17:00 - 08.02.2018 18:00","47","44","44","203","259","299","71","84","93"
"08.02.2018 18:00 - 08.02.2018 19:00","0","0","0","247","312","346","112","137","139"
"08.02.2018 19:00 - 08.02.2018 20:00","0","0","0","320","377","422","164","202","193"
"08.02.2018 20:00 - 08.02.2018 21:00","0","0","0","417","465","509","219","262","245"
"08.02.2018 21:00 - 08.02.2018 22:00","0","0","0","510","568","653","275","314","386"
"08.02.2018 22:00 - 08.02.2018 23:00","0","0","0","584","646","681","324","360","406"
"08.02.2018 23:00 - 09.02.2018 00:00","0","0","0","638","678","703","354","398","430"
"09.02.2018 00:00 - 09.02.2018 01:00","0","0","0","699","710","710","400","456","456"
"09.02.2018 01:00 - 09.02.2018 02:00","0","0","0","700","711","711","435","487","487"
"09.02.2018 02:00 - 09.02.2018 03:00","0","0","0","703","712","712","478","520","520"
"09.02.2018 03:00 - 09.02.2018 04:00","0","0","0","711","721","721","527","556","556"
"09.02.2018 04:00 - 09.02.2018 05:00","0","0","0","726","749","749","582","598","598"
"09.02.2018 05:00 - 09.02.2018 06:00","0","0","0","752","783","783","641","645","645"
"09.02.2018 06:00 - 09.02.2018 07:00","0","0","0","779","813","813","701","720","720"
"09.02.2018 07:00 - 09.02.2018 08:00","0","0","0","792","824","824","755","764","764"
"09.02.2018 08:00 - 09.02.2018 09:00","29","34","34","788","829","829","798","804","804"
"09.02.2018 09:00 - 09.02.2018 10:00","142","174","174","780","828","828","826","837","837"
"09.02.2018 10:00 - 09.02.2018 11:00","246","305","305","762","802","802","836","862","862"
"09.02.2018 11:00 - 09.02.2018 12:00","290","521","521","713","742","810","829","877","731"
"09.02.2018 12:00 - 09.02.2018 13:00","275","509","509","650","699","773","804","869","707"
"09.02.2018 13:00 - 09.02.2018 14:00","231","443","443","588","585","608","741","818","680"
"09.02.2018 14:00 - 09.02.2018 15:00","182","372","372","547","479","415","649","733","638"
"09.02.2018 15:00 - 09.02.2018 16:00","127","237","237","514","514","391","564","642","578"
"09.02.2018 16:00 - 09.02.2018 17:00","61","77","77","473","571","326","498","557","505"
"09.02.2018 17:00 - 09.02.2018 18:00","9","11","11","447","617","359","449","489","424"
"09.02.2018 18:00 - 09.02.2018 19:00","0","0","0","456","642","384","417","450","368"
"09.02.2018 19:00 - 09.02.2018 20:00","0","0","0","514","652","450","395","432","334"
"09.02.2018 20:00 - 09.02.2018 21:00","0","0","0","606","658","532","381","425","314"
"09.02.2018 21:00 - 09.02.2018 22:00","0","0","0","673","666","636","373","430","292"
"09.02.2018 22:00 - 09.02.2018 23:00","0","0","0","695","678","693","366","438","291"
"09.02.2018 23:00 - 10.02.2018 00:00","0","0","0","699","685","742","355","440","290"
"10.02.2018 00:00 - 10.02.2018 01:00","0","0","0","752","756","756","375","292","292"
"10.02.2018 01:00 - 10.02.2018 02:00","0","0","0","752","756","756","399","298","298"
"10.02.2018 02:00 - 10.02.2018 03:00","0","0","0","745","722","722","417","308","308"
"10.02.2018 03:00 - 10.02.2018 04:00","0","0","0","714","669","669","432","313","313"
"10.02.2018 04:00 - 10.02.2018 05:00","0","0","0","653","650","650","435","304","304"
"10.02.2018 05:00 - 10.02.2018 06:00","0","0","0","574","592","592","422","288","288"
"10.02.2018 06:00 - 10.02.2018 07:00","0","0","0","482","339","339","402","284","284"
"10.02.2018 07:00 - 10.02.2018 08:00","0","0","0","379","213","213","381","281","281"
"10.02.2018 08:00 - 10.02.2018 09:00","33","50","50","289","142","142","361","271","271"
"10.02.2018 09:00 - 10.02.2018 10:00","174","250","250","223","120","120","333","255","255"
"10.02.2018 10:00 - 10.02.2018 11:00","326","469","469","189","149","149","293","236","236"
"10.02.2018 11:00 - 10.02.2018 12:00","462","676","676","205","216","317","256","215","217"
"10.02.2018 12:00 - 10.02.2018 13:00","580","932","932","272","301","386","233","198","202"
"10.02.2018 13:00 - 10.02.2018 14:00","656","1048","1048","368","408","496","221","193","203"
"10.02.2018 14:00 - 10.02.2018 15:00","649","1028","1028","458","529","619","217","203","226"
"10.02.2018 15:00 - 10.02.2018 16:00","498","713","713","549","635","713","229","241","275"
"10.02.2018 16:00 - 10.02.2018 17:00","262","345","345","649","710","757","285","330","409"
"10.02.2018 17:00 - 10.02.2018 18:00","45","54","54","732","761","788","417","485","548"
"10.02.2018 18:00 - 10.02.2018 19:00","0","0","0","785","797","812","605","689","733"
"10.02.2018 19:00 - 10.02.2018 20:00","0","0","0","813","816","826","784","877","911"
"10.02.2018 20:00 - 10.02.2018 21:00","0","0","0","829","827","832","925","1006","1039"
"10.02.2018 21:00 - 10.02.2018 22:00","0","0","0","839","833","834","1038","1093","1086"
"10.02.2018 22:00 - 10.02.2018 23:00","0","0","0","842","836","835","1135","1162","1158"
"10.02.2018 23:00 - 11.02.2018 00:00","0","0","0","837","837","834","1220","1224","1217"
"11.02.2018 00:00 - 11.02.2018 01:00","0","0","0","838","833","833","1275","1267","1267"
"11.02.2018 01:00 - 11.02.2018 02:00","0","0","0","836","831","831","1311","1309","1309"
"11.02.2018 02:00 - 11.02.2018 03:00","0","0","0","836","830","830","1337","1339","1339"
"11.02.2018 03:00 - 11.02.2018 04:00","0","0","0","835","828","828","1346","1350","1350"
"11.02.2018 04:00 - 11.02.2018 05:00","0","0","0","832","827","827","1327","1329","1329"
"11.02.2018 05:00 - 11.02.2018 06:00","0","0","0","830","827","827","1289","1285","1285"
"11.02.2018 06:00 - 11.02.2018 07:00","0","0","0","833","830","830","1245","1166","1166"
"11.02.2018 07:00 - 11.02.2018 08:00","0","0","0","836","834","834","1182","1099","1099"
"11.02.2018 08:00 - 11.02.2018 09:00","58","52","52","838","837","837","1111","1000","1000"
"11.02.2018 09:00 - 11.02.2018 10:00","281","263","263","838","836","836","1063","926","926"
"11.02.2018 10:00 - 11.02.2018 11:00","501","468","468","838","833","833","1054","905","905"
"11.02.2018 11:00 - 11.02.2018 12:00","680","504","504","837","831","831","1073","924","878"
"11.02.2018 12:00 - 11.02.2018 13:00","850","652","652","836","827","829","1081","943","896"
"11.02.2018 13:00 - 11.02.2018 14:00","866","756","756","832","823","824","1045","930","882"
"11.02.2018 14:00 - 11.02.2018 15:00","705","649","649","826","818","816","979","888","831"
"11.02.2018 15:00 - 11.02.2018 16:00","475","460","460","819","810","793","892","819","755"
"11.02.2018 16:00 - 11.02.2018 17:00","230","230","230","813","806","804","788","747","686"
"11.02.2018 17:00 - 11.02.2018 18:00","38","38","38","805","802","797","693","685","602"
"11.02.2018 18:00 - 11.02.2018 19:00","0","0","0","799","804","784","623","625","570"
"11.02.2018 19:00 - 11.02.2018 20:00","0","0","0","795","813","785","582","595","565"
"11.02.2018 20:00 - 11.02.2018 21:00","0","0","0","792","813","800","572","591","566"
"11.02.2018 21:00 - 11.02.2018 22:00","0","0","0","792","812","830","573","590","570"
"11.02.2018 22:00 - 11.02.2018 23:00","0","0","0","790","813","827","571","596","582"
"11.02.2018 23:00 - 12.02.2018 00:00","0","0","0","787","812","817","572","606","589"
"12.02.2018 00:00 - 12.02.2018 01:00","0","0","0","810","807","807","620","590","590"
"12.02.2018 01:00 - 12.02.2018 02:00","0","0","0","801","797","797","619","588","588"
"12.02.2018 02:00 - 12.02.2018 03:00","0","0","0","787","789","789","614","586","586"
"12.02.2018 03:00 - 12.02.2018 04:00","0","0","0","776","780","780","601","581","581"
"12.02.2018 04:00 - 12.02.2018 05:00","0","0","0","758","774","774","580","572","572"
"12.02.2018 05:00 - 12.02.2018 06:00","0","0","0","742","767","767","556","549","549"
"12.02.2018 06:00 - 12.02.2018 07:00","0","0","0","729","722","722","521","533","533"
"12.02.2018 07:00 - 12.02.2018 08:00","0","0","0","700","699","699","474","480","480"
"12.02.2018 08:00 - 12.02.2018 09:00","116","88","88","659","651","651","428","424","424"
"12.02.2018 09:00 - 12.02.2018 10:00","488","391","391","610","582","582","386","372","372"
"12.02.2018 10:00 - 12.02.2018 11:00","854","689","689","567","505","505","360","339","339"
"12.02.2018 11:00 - 12.02.2018 12:00","1084","979","979","524","434","500","371","336","326"
"12.02.2018 12:00 - 12.02.2018 13:00","1131","1045","1045","479","378","406","403","347","339"
"12.02.2018 13:00 - 12.02.2018 14:00","1060","987","987","439","337","341","409","343","335"
"12.02.2018 14:00 - 12.02.2018 15:00","907","746","746","405","303","295","382","319","312"
"12.02.2018 15:00 - 12.02.2018 16:00","660","549","549","386","279","262","338","286","277"
"12.02.2018 16:00 - 12.02.2018 17:00","351","311","311","385","284","281","286","254","205"
"12.02.2018 17:00 - 12.02.2018 18:00","62","54","54","377","309","301","259","242","190"
"12.02.2018 18:00 - 12.02.2018 19:00","0","0","0","357","332","305","284","266","224"
"12.02.2018 19:00 - 12.02.2018 20:00","0","0","0","341","344","302","343","323","295"
"12.02.2018 20:00 - 12.02.2018 21:00","0","0","0","335","348","322","401","384","372"
"12.02.2018 21:00 - 12.02.2018 22:00","0","0","0","342","372","396","449","429","487"
"12.02.2018 22:00 - 12.02.2018 23:00","0","0","0","388","391","438","479","459","507"
"12.02.2018 23:00 - 13.02.2018 00:00","0","0","0","465","451","502","491","471","502"
"13.02.2018 00:00 - 13.02.2018 01:00","0","0","0","536","585","585","494","500","500"
"13.02.2018 01:00 - 13.02.2018 02:00","0","0","0","545","589","589","495","508","508"
"13.02.2018 02:00 - 13.02.2018 03:00","0","0","0","595","531","531","509","538","538"
"13.02.2018 03:00 - 13.02.2018 04:00","0","0","0","626","584","584","539","591","591"
"13.02.2018 04:00 - 13.02.2018 05:00","0","0","0","663","689","689","581","645","645"
"13.02.2018 05:00 - 13.02.2018 06:00","0","0","0","698","736","736","631","689","689"
"13.02.2018 06:00 - 13.02.2018 07:00","0","0","0","736","749","749","684","767","767"
"13.02.2018 07:00 - 13.02.2018 08:00","0","0","0","772","780","780","726","764","764"
"13.02.2018 08:00 - 13.02.2018 09:00","140","163","163","796","804","804","750","746","746"
"13.02.2018 09:00 - 13.02.2018 10:00","541","622","622","813","814","814","772","732","732"
"13.02.2018 10:00 - 13.02.2018 11:00","969","1103","1103","823","818","818","815","744","744"
"13.02.2018 11:00 - 13.02.2018 12:00","1298","1424","1424","827","820","821","892","790","751"
"13.02.2018 12:00 - 13.02.2018 13:00","1440","1600","1600","828","820","818","969","844","806"
"13.02.2018 13:00 - 13.02.2018 14:00","1395","1574","1574","829","823","818","995","863","825"
"13.02.2018 14:00 - 13.02.2018 15:00","1178","1329","1329","830","822","816","966","834","794"
"13.02.2018 15:00 - 13.02.2018 16:00","814","950","950","830","818","811","906","781","729"
"13.02.2018 16:00 - 13.02.2018 17:00","405","466","466","819","809","798","843","719","801"
"13.02.2018 17:00 - 13.02.2018 18:00","78","94","94","789","797","752","795","667","713"
"13.02.2018 18:00 - 13.02.2018 19:00","0","0","0","772","784","713","766","640","670"
"13.02.2018 19:00 - 13.02.2018 20:00","0","0","0","762","768","690","735","628","655"
"13.02.2018 20:00 - 13.02.2018 21:00","0","0","0","729","746","673","682","618","641"
"13.02.2018 21:00 - 13.02.2018 22:00","0","0","0","673","723","739","621","599","539"
"13.02.2018 22:00 - 13.02.2018 23:00","0","0","0","576","694","707","558","565","535"
"13.02.2018 23:00 - 14.02.2018 00:00","0","0","0","468","647","687","496","527","527"
"14.02.2018 00:00 - 14.02.2018 01:00","0","0","0","573","671","671","451","517","517"
"14.02.2018 01:00 - 14.02.2018 02:00","0","0","0","542","661","661","421","504","504"
"14.02.2018 02:00 - 14.02.2018 03:00","0","0","0","513","653","653","399","490","490"
"14.02.2018 03:00 - 14.02.2018 04:00","0","0","0","486","649","649","387","479","479"
"14.02.2018 04:00 - 14.02.2018 05:00","0","0","0","468","653","653","384","478","478"
"14.02.2018 05:00 - 14.02.2018 06:00","0","0","0","465","664","664","392","491","491"
"14.02.2018 06:00 - 14.02.2018 07:00","0","0","0","475","734","734","399","517","517"
"14.02.2018 07:00 - 14.02.2018 08:00","0","0","0","484","740","740","393","515","515"
"14.02.2018 08:00 - 14.02.2018 09:00","112","129","129","492","737","737","370","491","491"
"14.02.2018 09:00 - 14.02.2018 10:00","500","528","528","513","723","723","333","457","457"
"14.02.2018 10:00 - 14.02.2018 11:00","981","991","991","533","699","699","311","439","439"
"14.02.2018 11:00 - 14.02.2018 12:00","1300","1270","1270","543","679","741","330","461","502"
"14.02.2018 12:00 - 14.02.2018 13:00","1418","1362","1362","574","675","716","380","503","543"
"14.02.2018 13:00 - 14.02.2018 14:00","1361","1279","1279","631","694","727","438","552","594"
"14.02.2018 14:00 - 14.02.2018 15:00","1117","1160","1160","685","735","763","487","602","652"
"14.02.2018 15:00 - 14.02.2018 16:00","754","760","760","725","774","794","524","646","704"
"14.02.2018 16:00 - 14.02.2018 17:00","372","332","332","756","796","815","559","692","715"
"14.02.2018 17:00 - 14.02.2018 18:00","72","66","66","776","808","823","610","753","767"
"14.02.2018 18:00 - 14.02.2018 19:00","0","0","0","792","820","834","680","828","836"
"14.02.2018 19:00 - 14.02.2018 20:00","0","0","0","806","831","844","760","912","923"
"14.02.2018 20:00 - 14.02.2018 21:00","0","0","0","819","840","850","847","990","1007"
"14.02.2018 21:00 - 14.02.2018 22:00","0","0","0","828","846","841","928","1054","1040"
"14.02.2018 22:00 - 14.02.2018 23:00","0","0","0","835","848","843","987","1100","1098"
"14.02.2018 23:00 - 15.02.2018 00:00","0","0","0","838","849","843","1027","1128","1131"
"15.02.2018 00:00 - 15.02.2018 01:00","0","0","0","847","842","842","1173","1148","1148"
