"MTU (CET)","Generation - Solar  [MW] Day Ahead/ BZN|BE","Generation - Solar  [MW] Intraday / BZN|BE","Generation - Solar  [MW] Current / BZN|BE","Generation - Wind Offshore  [MW] Day Ahead/ BZN|BE","Generation - Wind Offshore  [MW] Intraday / BZN|BE","Generation - Wind Offshore  [MW] Current / BZN|BE","Generation - Wind Onshore  [MW] Day Ahead/ BZN|BE","Generation - Wind Onshore  [MW] Intraday / BZN|BE","Generation - Wind Onshore  [MW] Current / BZN|BE"
"02.01.2015 00:00 - 02.01.2015 01:00","0","n/e","n/e","660","n/e","n/e","942","n/e","n/e"
"02.01.2015 01:00 - 02.01.2015 02:00","0","n/e","n/e","656","n/e","n/e","954","n/e","n/e"
"02.01.2015 02:00 - 02.01.2015 03:00","0","n/e","n/e","665","n/e","n/e","954","n/e","n/e"
"02.01.2015 03:00 - 02.01.2015 04:00","0","n/e","n/e","677","n/e","n/e","955","n/e","n/e"
"02.01.2015 04:00 - 02.01.2015 05:00","0","n/e","n/e","683","n/e","n/e","948","n/e","n/e"
"02.01.2015 05:00 - 02.01.2015 06:00","0","n/e","n/e","684","n/e","n/e","932","n/e","n/e"
"02.01.2015 06:00 - 02.01.2015 07:00","0","n/e","n/e","681","n/e","n/e","915","n/e","n/e"
"02.01.2015 07:00 - 02.01.2015 08:00","0","n/e","n/e","667","n/e","n/e","885","n/e","n/e"
"02.01.2015 08:00 - 02.01.2015 09:00","0","n/e","n/e","651","n/e","n/e","832","n/e","n/e"
"02.01.2015 09:00 - 02.01.2015 10:00","31","n/e","n/e","648","n/e","n/e","779","n/e","n/e"
"02.01.2015 10:00 - 02.01.2015 11:00","89","n/e","n/e","643","n/e","n/e","714","n/e","n/e"
"02.01.2015 11:00 - 02.01.2015 12:00","158","n/e","n/e","639","n/e","n/e","633","n/e","n/e"
"02.01.2015 12:00 - 02.01.2015 13:00","236","n/e","n/e","638","n/e","n/e","556","n/e","n/e"
"02.01.2015 13:00 - 02.01.2015 14:00","289","n/e","n/e","630","n/e","n/e","504","n/e","n/e"
"02.01.2015 14:00 - 02.01.2015 15:00","320","n/e","n/e","628","n/e","n/e","489","n/e","n/e"
"02.01.2015 15:00 - 02.01.2015 16:00","211","n/e","n/e","628","n/e","n/e","469","n/e","n/e"
"02.01.2015 16:00 - 02.01.2015 17:00","50","n/e","n/e","619","n/e","n/e","452","n/e","n/e"
"02.01.2015 17:00 - 02.01.2015 18:00","0","n/e","n/e","602","n/e","n/e","439","n/e","n/e"
"02.01.2015 18:00 - 02.01.2015 19:00","0","n/e","n/e","591","n/e","n/e","426","n/e","n/e"
"02.01.2015 19:00 - 02.01.2015 20:00","0","n/e","n/e","564","n/e","n/e","407","n/e","n/e"
"02.01.2015 20:00 - 02.01.2015 21:00","0","n/e","n/e","506","n/e","n/e","376","n/e","n/e"
"02.01.2015 21:00 - 02.01.2015 22:00","0","n/e","n/e","447","n/e","n/e","345","n/e","n/e"
"02.01.2015 22:00 - 02.01.2015 23:00","0","n/e","n/e","378","n/e","n/e","309","n/e","n/e"
"02.01.2015 23:00 - 03.01.2015 00:00","0","n/e","n/e","301","n/e","n/e","265","n/e","n/e"
"03.01.2015 00:00 - 03.01.2015 01:00","0","n/e","n/e","349","n/e","n/e","283","n/e","n/e"
"03.01.2015 01:00 - 03.01.2015 02:00","0","n/e","n/e","313","n/e","n/e","273","n/e","n/e"
"03.01.2015 02:00 - 03.01.2015 03:00","0","n/e","n/e","311","n/e","n/e","291","n/e","n/e"
"03.01.2015 03:00 - 03.01.2015 04:00","0","n/e","n/e","319","n/e","n/e","304","n/e","n/e"
"03.01.2015 04:00 - 03.01.2015 05:00","0","n/e","n/e","309","n/e","n/e","313","n/e","n/e"
"03.01.2015 05:00 - 03.01.2015 06:00","0","n/e","n/e","292","n/e","n/e","329","n/e","n/e"
"03.01.2015 06:00 - 03.01.2015 07:00","0","n/e","n/e","284","n/e","n/e","342","n/e","n/e"
"03.01.2015 07:00 - 03.01.2015 08:00","0","n/e","n/e","305","n/e","n/e","356","n/e","n/e"
"03.01.2015 08:00 - 03.01.2015 09:00","0","n/e","n/e","360","n/e","n/e","379","n/e","n/e"
"03.01.2015 09:00 - 03.01.2015 10:00","5","n/e","n/e","415","n/e","n/e","405","n/e","n/e"
"03.01.2015 10:00 - 03.01.2015 11:00","12","n/e","n/e","409","n/e","n/e","421","n/e","n/e"
"03.01.2015 11:00 - 03.01.2015 12:00","14","n/e","n/e","303","n/e","n/e","429","n/e","n/e"
"03.01.2015 12:00 - 03.01.2015 13:00","13","n/e","n/e","223","n/e","n/e","440","n/e","n/e"
"03.01.2015 13:00 - 03.01.2015 14:00","13","n/e","n/e","183","n/e","n/e","467","n/e","n/e"
"03.01.2015 14:00 - 03.01.2015 15:00","11","n/e","n/e","190","n/e","n/e","517","n/e","n/e"
"03.01.2015 15:00 - 03.01.2015 16:00","8","n/e","n/e","173","n/e","n/e","567","n/e","n/e"
"03.01.2015 16:00 - 03.01.2015 17:00","3","n/e","n/e","163","n/e","n/e","600","n/e","n/e"
"03.01.2015 17:00 - 03.01.2015 18:00","0","n/e","n/e","222","n/e","n/e","600","n/e","n/e"
"03.01.2015 18:00 - 03.01.2015 19:00","0","n/e","n/e","277","n/e","n/e","589","n/e","n/e"
"03.01.2015 19:00 - 03.01.2015 20:00","0","n/e","n/e","301","n/e","n/e","537","n/e","n/e"
"03.01.2015 20:00 - 03.01.2015 21:00","0","n/e","n/e","272","n/e","n/e","420","n/e","n/e"
"03.01.2015 21:00 - 03.01.2015 22:00","0","n/e","n/e","242","n/e","n/e","305","n/e","n/e"
"03.01.2015 22:00 - 03.01.2015 23:00","0","n/e","n/e","234","n/e","n/e","228","n/e","n/e"
"03.01.2015 23:00 - 04.01.2015 00:00","0","n/e","n/e","262","n/e","n/e","219","n/e","n/e"
"04.01.2015 00:00 - 04.01.2015 01:00","0","n/e","n/e","305","n/e","n/e","214","n/e","n/e"
"04.01.2015 01:00 - 04.01.2015 02:00","0","n/e","n/e","287","n/e","n/e","228","n/e","n/e"
"04.01.2015 02:00 - 04.01.2015 03:00","0","n/e","n/e","259","n/e","n/e","222","n/e","n/e"
"04.01.2015 03:00 - 04.01.2015 04:00","0","n/e","n/e","249","n/e","n/e","218","n/e","n/e"
"04.01.2015 04:00 - 04.01.2015 05:00","0","n/e","n/e","233","n/e","n/e","212","n/e","n/e"
"04.01.2015 05:00 - 04.01.2015 06:00","0","n/e","n/e","197","n/e","n/e","198","n/e","n/e"
"04.01.2015 06:00 - 04.01.2015 07:00","0","n/e","n/e","167","n/e","n/e","181","n/e","n/e"
"04.01.2015 07:00 - 04.01.2015 08:00","0","n/e","n/e","135","n/e","n/e","171","n/e","n/e"
"04.01.2015 08:00 - 04.01.2015 09:00","0","n/e","n/e","101","n/e","n/e","172","n/e","n/e"
"04.01.2015 09:00 - 04.01.2015 10:00","80","n/e","n/e","76","n/e","n/e","174","n/e","n/e"
"04.01.2015 10:00 - 04.01.2015 11:00","255","n/e","n/e","66","n/e","n/e","167","n/e","n/e"
"04.01.2015 11:00 - 04.01.2015 12:00","390","n/e","n/e","66","n/e","n/e","145","n/e","n/e"
"04.01.2015 12:00 - 04.01.2015 13:00","472","n/e","n/e","59","n/e","n/e","122","n/e","n/e"
"04.01.2015 13:00 - 04.01.2015 14:00","469","n/e","n/e","51","n/e","n/e","102","n/e","n/e"
"04.01.2015 14:00 - 04.01.2015 15:00","393","n/e","n/e","38","n/e","n/e","90","n/e","n/e"
"04.01.2015 15:00 - 04.01.2015 16:00","229","n/e","n/e","22","n/e","n/e","81","n/e","n/e"
"04.01.2015 16:00 - 04.01.2015 17:00","57","n/e","n/e","18","n/e","n/e","81","n/e","n/e"
"04.01.2015 17:00 - 04.01.2015 18:00","0","n/e","n/e","33","n/e","n/e","92","n/e","n/e"
"04.01.2015 18:00 - 04.01.2015 19:00","0","n/e","n/e","43","n/e","n/e","104","n/e","n/e"
"04.01.2015 19:00 - 04.01.2015 20:00","0","n/e","n/e","55","n/e","n/e","113","n/e","n/e"
"04.01.2015 20:00 - 04.01.2015 21:00","0","n/e","n/e","72","n/e","n/e","116","n/e","n/e"
"04.01.2015 21:00 - 04.01.2015 22:00","0","n/e","n/e","86","n/e","n/e","122","n/e","n/e"
"04.01.2015 22:00 - 04.01.2015 23:00","0","n/e","n/e","102","n/e","n/e","130","n/e","n/e"
"04.01.2015 23:00 - 05.01.2015 00:00","0","n/e","n/e","115","n/e","n/e","138","n/e","n/e"
"05.01.2015 00:00 - 05.01.2015 01:00","0","n/e","n/e","117","n/e","n/e","155","n/e","n/e"
"05.01.2015 01:00 - 05.01.2015 02:00","0","n/e","n/e","134","n/e","n/e","177","n/e","n/e"
"05.01.2015 02:00 - 05.01.2015 03:00","0","n/e","n/e","162","n/e","n/e","214","n/e","n/e"
"05.01.2015 03:00 - 05.01.2015 04:00","0","n/e","n/e","183","n/e","n/e","250","n/e","n/e"
"05.01.2015 04:00 - 05.01.2015 05:00","0","n/e","n/e","195","n/e","n/e","270","n/e","n/e"
"05.01.2015 05:00 - 05.01.2015 06:00","0","n/e","n/e","186","n/e","n/e","263","n/e","n/e"
"05.01.2015 06:00 - 05.01.2015 07:00","0","n/e","n/e","174","n/e","n/e","256","n/e","n/e"
"05.01.2015 07:00 - 05.01.2015 08:00","0","n/e","n/e","174","n/e","n/e","252","n/e","n/e"
"05.01.2015 08:00 - 05.01.2015 09:00","0","n/e","n/e","183","n/e","n/e","256","n/e","n/e"
"05.01.2015 09:00 - 05.01.2015 10:00","100","n/e","n/e","191","n/e","n/e","263","n/e","n/e"
"05.01.2015 10:00 - 05.01.2015 11:00","334","n/e","n/e","200","n/e","n/e","252","n/e","n/e"
"05.01.2015 11:00 - 05.01.2015 12:00","489","n/e","n/e","208","n/e","n/e","209","n/e","n/e"
"05.01.2015 12:00 - 05.01.2015 13:00","539","n/e","n/e","215","n/e","n/e","163","n/e","n/e"
"05.01.2015 13:00 - 05.01.2015 14:00","517","n/e","n/e","219","n/e","n/e","130","n/e","n/e"
"05.01.2015 14:00 - 05.01.2015 15:00","421","n/e","n/e","215","n/e","n/e","119","n/e","n/e"
"05.01.2015 15:00 - 05.01.2015 16:00","251","n/e","n/e","212","n/e","n/e","109","n/e","n/e"
"05.01.2015 16:00 - 05.01.2015 17:00","56","n/e","n/e","208","n/e","n/e","114","n/e","n/e"
"05.01.2015 17:00 - 05.01.2015 18:00","0","n/e","n/e","195","n/e","n/e","141","n/e","n/e"
"05.01.2015 18:00 - 05.01.2015 19:00","0","n/e","n/e","180","n/e","n/e","169","n/e","n/e"
"05.01.2015 19:00 - 05.01.2015 20:00","0","n/e","n/e","169","n/e","n/e","187","n/e","n/e"
"05.01.2015 20:00 - 05.01.2015 21:00","0","n/e","n/e","161","n/e","n/e","191","n/e","n/e"
"05.01.2015 21:00 - 05.01.2015 22:00","0","n/e","n/e","153","n/e","n/e","196","n/e","n/e"
"05.01.2015 22:00 - 05.01.2015 23:00","0","n/e","n/e","144","n/e","n/e","201","n/e","n/e"
"05.01.2015 23:00 - 06.01.2015 00:00","0","n/e","n/e","138","n/e","n/e","208","n/e","n/e"
"06.01.2015 00:00 - 06.01.2015 01:00","0","n/e","n/e","147","n/e","n/e","148","n/e","n/e"
"06.01.2015 01:00 - 06.01.2015 02:00","0","n/e","n/e","145","n/e","n/e","144","n/e","n/e"
"06.01.2015 02:00 - 06.01.2015 03:00","0","n/e","n/e","143","n/e","n/e","152","n/e","n/e"
"06.01.2015 03:00 - 06.01.2015 04:00","0","n/e","n/e","139","n/e","n/e","160","n/e","n/e"
"06.01.2015 04:00 - 06.01.2015 05:00","0","n/e","n/e","132","n/e","n/e","173","n/e","n/e"
"06.01.2015 05:00 - 06.01.2015 06:00","0","n/e","n/e","125","n/e","n/e","193","n/e","n/e"
"06.01.2015 06:00 - 06.01.2015 07:00","0","n/e","n/e","124","n/e","n/e","213","n/e","n/e"
"06.01.2015 07:00 - 06.01.2015 08:00","0","n/e","n/e","128","n/e","n/e","227","n/e","n/e"
"06.01.2015 08:00 - 06.01.2015 09:00","0","n/e","n/e","131","n/e","n/e","230","n/e","n/e"
"06.01.2015 09:00 - 06.01.2015 10:00","113","n/e","n/e","133","n/e","n/e","234","n/e","n/e"
"06.01.2015 10:00 - 06.01.2015 11:00","375","n/e","n/e","143","n/e","n/e","232","n/e","n/e"
"06.01.2015 11:00 - 06.01.2015 12:00","560","n/e","n/e","163","n/e","n/e","214","n/e","n/e"
"06.01.2015 12:00 - 06.01.2015 13:00","613","n/e","n/e","180","n/e","n/e","189","n/e","n/e"
"06.01.2015 13:00 - 06.01.2015 14:00","529","n/e","n/e","204","n/e","n/e","179","n/e","n/e"
"06.01.2015 14:00 - 06.01.2015 15:00","378","n/e","n/e","239","n/e","n/e","199","n/e","n/e"
"06.01.2015 15:00 - 06.01.2015 16:00","195","n/e","n/e","271","n/e","n/e","222","n/e","n/e"
"06.01.2015 16:00 - 06.01.2015 17:00","47","n/e","n/e","298","n/e","n/e","250","n/e","n/e"
"06.01.2015 17:00 - 06.01.2015 18:00","0","n/e","n/e","322","n/e","n/e","284","n/e","n/e"
"06.01.2015 18:00 - 06.01.2015 19:00","0","n/e","n/e","349","n/e","n/e","316","n/e","n/e"
"06.01.2015 19:00 - 06.01.2015 20:00","0","n/e","n/e","379","n/e","n/e","334","n/e","n/e"
"06.01.2015 20:00 - 06.01.2015 21:00","0","n/e","n/e","399","n/e","n/e","326","n/e","n/e"
"06.01.2015 21:00 - 06.01.2015 22:00","0","n/e","n/e","423","n/e","n/e","306","n/e","n/e"
"06.01.2015 22:00 - 06.01.2015 23:00","0","n/e","n/e","408","n/e","n/e","287","n/e","n/e"
"06.01.2015 23:00 - 07.01.2015 00:00","0","n/e","n/e","325","n/e","n/e","268","n/e","n/e"
"07.01.2015 00:00 - 07.01.2015 01:00","0","n/e","n/e","268","n/e","n/e","348","n/e","n/e"
"07.01.2015 01:00 - 07.01.2015 02:00","0","n/e","n/e","214","n/e","n/e","315","n/e","n/e"
"07.01.2015 02:00 - 07.01.2015 03:00","0","n/e","n/e","170","n/e","n/e","288","n/e","n/e"
"07.01.2015 03:00 - 07.01.2015 04:00","0","n/e","n/e","135","n/e","n/e","265","n/e","n/e"
"07.01.2015 04:00 - 07.01.2015 05:00","0","n/e","n/e","110","n/e","n/e","237","n/e","n/e"
"07.01.2015 05:00 - 07.01.2015 06:00","0","n/e","n/e","106","n/e","n/e","200","n/e","n/e"
"07.01.2015 06:00 - 07.01.2015 07:00","0","n/e","n/e","102","n/e","n/e","163","n/e","n/e"
"07.01.2015 07:00 - 07.01.2015 08:00","0","n/e","n/e","118","n/e","n/e","147","n/e","n/e"
"07.01.2015 08:00 - 07.01.2015 09:00","0","n/e","n/e","169","n/e","n/e","162","n/e","n/e"
"07.01.2015 09:00 - 07.01.2015 10:00","88","n/e","n/e","222","n/e","n/e","177","n/e","n/e"
"07.01.2015 10:00 - 07.01.2015 11:00","282","n/e","n/e","273","n/e","n/e","183","n/e","n/e"
"07.01.2015 11:00 - 07.01.2015 12:00","406","n/e","n/e","323","n/e","n/e","175","n/e","n/e"
"07.01.2015 12:00 - 07.01.2015 13:00","436","n/e","n/e","377","n/e","n/e","166","n/e","n/e"
"07.01.2015 13:00 - 07.01.2015 14:00","401","n/e","n/e","427","n/e","n/e","169","n/e","n/e"
"07.01.2015 14:00 - 07.01.2015 15:00","319","n/e","n/e","471","n/e","n/e","195","n/e","n/e"
"07.01.2015 15:00 - 07.01.2015 16:00","207","n/e","n/e","513","n/e","n/e","223","n/e","n/e"
"07.01.2015 16:00 - 07.01.2015 17:00","53","n/e","n/e","549","n/e","n/e","274","n/e","n/e"
"07.01.2015 17:00 - 07.01.2015 18:00","0","n/e","n/e","574","n/e","n/e","360","n/e","n/e"
"07.01.2015 18:00 - 07.01.2015 19:00","0","n/e","n/e","596","n/e","n/e","446","n/e","n/e"
"07.01.2015 19:00 - 07.01.2015 20:00","0","n/e","n/e","613","n/e","n/e","516","n/e","n/e"
"07.01.2015 20:00 - 07.01.2015 21:00","0","n/e","n/e","620","n/e","n/e","563","n/e","n/e"
"07.01.2015 21:00 - 07.01.2015 22:00","0","n/e","n/e","630","n/e","n/e","611","n/e","n/e"
"07.01.2015 22:00 - 07.01.2015 23:00","0","n/e","n/e","642","n/e","n/e","658","n/e","n/e"
"07.01.2015 23:00 - 08.01.2015 00:00","0","n/e","n/e","652","n/e","n/e","701","n/e","n/e"
"08.01.2015 00:00 - 08.01.2015 01:00","0","n/e","n/e","652","n/e","n/e","689","n/e","n/e"
"08.01.2015 01:00 - 08.01.2015 02:00","0","n/e","n/e","658","n/e","n/e","716","n/e","n/e"
"08.01.2015 02:00 - 08.01.2015 03:00","0","n/e","n/e","659","n/e","n/e","740","n/e","n/e"
"08.01.2015 03:00 - 08.01.2015 04:00","0","n/e","n/e","664","n/e","n/e","764","n/e","n/e"
"08.01.2015 04:00 - 08.01.2015 05:00","0","n/e","n/e","668","n/e","n/e","784","n/e","n/e"
"08.01.2015 05:00 - 08.01.2015 06:00","0","n/e","n/e","667","n/e","n/e","797","n/e","n/e"
"08.01.2015 06:00 - 08.01.2015 07:00","0","n/e","n/e","661","n/e","n/e","810","n/e","n/e"
"08.01.2015 07:00 - 08.01.2015 08:00","0","n/e","n/e","647","n/e","n/e","818","n/e","n/e"
"08.01.2015 08:00 - 08.01.2015 09:00","0","n/e","n/e","627","n/e","n/e","822","n/e","n/e"
"08.01.2015 09:00 - 08.01.2015 10:00","4","n/e","n/e","597","n/e","n/e","827","n/e","n/e"
"08.01.2015 10:00 - 08.01.2015 11:00","11","n/e","n/e","571","n/e","n/e","829","n/e","n/e"
"08.01.2015 11:00 - 08.01.2015 12:00","21","n/e","n/e","545","n/e","n/e","832","n/e","n/e"
"08.01.2015 12:00 - 08.01.2015 13:00","31","n/e","n/e","525","n/e","n/e","837","n/e","n/e"
"08.01.2015 13:00 - 08.01.2015 14:00","26","n/e","n/e","528","n/e","n/e","820","n/e","n/e"
"08.01.2015 14:00 - 08.01.2015 15:00","17","n/e","n/e","505","n/e","n/e","766","n/e","n/e"
"08.01.2015 15:00 - 08.01.2015 16:00","24","n/e","n/e","521","n/e","n/e","703","n/e","n/e"
"08.01.2015 16:00 - 08.01.2015 17:00","11","n/e","n/e","521","n/e","n/e","632","n/e","n/e"
"08.01.2015 17:00 - 08.01.2015 18:00","0","n/e","n/e","475","n/e","n/e","557","n/e","n/e"
"08.01.2015 18:00 - 08.01.2015 19:00","0","n/e","n/e","419","n/e","n/e","485","n/e","n/e"
"08.01.2015 19:00 - 08.01.2015 20:00","0","n/e","n/e","408","n/e","n/e","447","n/e","n/e"
"08.01.2015 20:00 - 08.01.2015 21:00","0","n/e","n/e","461","n/e","n/e","469","n/e","n/e"
"08.01.2015 21:00 - 08.01.2015 22:00","0","n/e","n/e","504","n/e","n/e","493","n/e","n/e"
"08.01.2015 22:00 - 08.01.2015 23:00","0","n/e","n/e","522","n/e","n/e","515","n/e","n/e"
"08.01.2015 23:00 - 09.01.2015 00:00","0","n/e","n/e","535","n/e","n/e","542","n/e","n/e"
"09.01.2015 00:00 - 09.01.2015 01:00","0","n/e","n/e","596","n/e","n/e","598","n/e","n/e"
"09.01.2015 01:00 - 09.01.2015 02:00","0","n/e","n/e","616","n/e","n/e","646","n/e","n/e"
"09.01.2015 02:00 - 09.01.2015 03:00","0","n/e","n/e","627","n/e","n/e","715","n/e","n/e"
"09.01.2015 03:00 - 09.01.2015 04:00","0","n/e","n/e","641","n/e","n/e","780","n/e","n/e"
"09.01.2015 04:00 - 09.01.2015 05:00","0","n/e","n/e","655","n/e","n/e","841","n/e","n/e"
"09.01.2015 05:00 - 09.01.2015 06:00","0","n/e","n/e","647","n/e","n/e","902","n/e","n/e"
"09.01.2015 06:00 - 09.01.2015 07:00","0","n/e","n/e","633","n/e","n/e","964","n/e","n/e"
"09.01.2015 07:00 - 09.01.2015 08:00","0","n/e","n/e","626","n/e","n/e","1001","n/e","n/e"
"09.01.2015 08:00 - 09.01.2015 09:00","0","n/e","n/e","647","n/e","n/e","1003","n/e","n/e"
"09.01.2015 09:00 - 09.01.2015 10:00","6","n/e","n/e","674","n/e","n/e","1002","n/e","n/e"
"09.01.2015 10:00 - 09.01.2015 11:00","15","n/e","n/e","686","n/e","n/e","993","n/e","n/e"
"09.01.2015 11:00 - 09.01.2015 12:00","24","n/e","n/e","682","n/e","n/e","972","n/e","n/e"
"09.01.2015 12:00 - 09.01.2015 13:00","34","n/e","n/e","677","n/e","n/e","951","n/e","n/e"
"09.01.2015 13:00 - 09.01.2015 14:00","41","n/e","n/e","672","n/e","n/e","934","n/e","n/e"
"09.01.2015 14:00 - 09.01.2015 15:00","41","n/e","n/e","672","n/e","n/e","915","n/e","n/e"
"09.01.2015 15:00 - 09.01.2015 16:00","24","n/e","n/e","680","n/e","n/e","894","n/e","n/e"
"09.01.2015 16:00 - 09.01.2015 17:00","8","n/e","n/e","656","n/e","n/e","898","n/e","n/e"
"09.01.2015 17:00 - 09.01.2015 18:00","0","n/e","n/e","573","n/e","n/e","942","n/e","n/e"
"09.01.2015 18:00 - 09.01.2015 19:00","0","n/e","n/e","531","n/e","n/e","987","n/e","n/e"
"09.01.2015 19:00 - 09.01.2015 20:00","0","n/e","n/e","582","n/e","n/e","1015","n/e","n/e"
"09.01.2015 20:00 - 09.01.2015 21:00","0","n/e","n/e","621","n/e","n/e","1024","n/e","n/e"
"09.01.2015 21:00 - 09.01.2015 22:00","0","n/e","n/e","660","n/e","n/e","1033","n/e","n/e"
"09.01.2015 22:00 - 09.01.2015 23:00","0","n/e","n/e","685","n/e","n/e","1038","n/e","n/e"
"09.01.2015 23:00 - 10.01.2015 00:00","0","n/e","n/e","686","n/e","n/e","1036","n/e","n/e"
"10.01.2015 00:00 - 10.01.2015 01:00","0","n/e","n/e","676","n/e","n/e","1038","n/e","n/e"
"10.01.2015 01:00 - 10.01.2015 02:00","0","n/e","n/e","687","n/e","n/e","1036","n/e","n/e"
"10.01.2015 02:00 - 10.01.2015 03:00","0","n/e","n/e","688","n/e","n/e","1031","n/e","n/e"
"10.01.2015 03:00 - 10.01.2015 04:00","0","n/e","n/e","688","n/e","n/e","1026","n/e","n/e"
"10.01.2015 04:00 - 10.01.2015 05:00","0","n/e","n/e","682","n/e","n/e","1022","n/e","n/e"
"10.01.2015 05:00 - 10.01.2015 06:00","0","n/e","n/e","663","n/e","n/e","1023","n/e","n/e"
"10.01.2015 06:00 - 10.01.2015 07:00","0","n/e","n/e","624","n/e","n/e","1024","n/e","n/e"
"10.01.2015 07:00 - 10.01.2015 08:00","0","n/e","n/e","566","n/e","n/e","1026","n/e","n/e"
"10.01.2015 08:00 - 10.01.2015 09:00","0","n/e","n/e","550","n/e","n/e","1028","n/e","n/e"
"10.01.2015 09:00 - 10.01.2015 10:00","9","n/e","n/e","557","n/e","n/e","1032","n/e","n/e"
"10.01.2015 10:00 - 10.01.2015 11:00","23","n/e","n/e","561","n/e","n/e","1034","n/e","n/e"
"10.01.2015 11:00 - 10.01.2015 12:00","34","n/e","n/e","566","n/e","n/e","1035","n/e","n/e"
"10.01.2015 12:00 - 10.01.2015 13:00","35","n/e","n/e","603","n/e","n/e","1035","n/e","n/e"
"10.01.2015 13:00 - 10.01.2015 14:00","27","n/e","n/e","659","n/e","n/e","1029","n/e","n/e"
"10.01.2015 14:00 - 10.01.2015 15:00","17","n/e","n/e","683","n/e","n/e","1012","n/e","n/e"
"10.01.2015 15:00 - 10.01.2015 16:00","10","n/e","n/e","682","n/e","n/e","993","n/e","n/e"
"10.01.2015 16:00 - 10.01.2015 17:00","4","n/e","n/e","678","n/e","n/e","933","n/e","n/e"
"10.01.2015 17:00 - 10.01.2015 18:00","0","n/e","n/e","668","n/e","n/e","807","n/e","n/e"
"10.01.2015 18:00 - 10.01.2015 19:00","0","n/e","n/e","657","n/e","n/e","678","n/e","n/e"
"10.01.2015 19:00 - 10.01.2015 20:00","0","n/e","n/e","649","n/e","n/e","572","n/e","n/e"
"10.01.2015 20:00 - 10.01.2015 21:00","0","n/e","n/e","648","n/e","n/e","507","n/e","n/e"
"10.01.2015 21:00 - 10.01.2015 22:00","0","n/e","n/e","647","n/e","n/e","446","n/e","n/e"
"10.01.2015 22:00 - 10.01.2015 23:00","0","n/e","n/e","646","n/e","n/e","417","n/e","n/e"
"10.01.2015 23:00 - 11.01.2015 00:00","0","n/e","n/e","647","n/e","n/e","431","n/e","n/e"
