"MTU (CET)","Generation - Solar  [MW] Day Ahead/ BZN|BE","Generation - Solar  [MW] Intraday / BZN|BE","Generation - Solar  [MW] Current / BZN|BE","Generation - Wind Offshore  [MW] Day Ahead/ BZN|BE","Generation - Wind Offshore  [MW] Intraday / BZN|BE","Generation - Wind Offshore  [MW] Current / BZN|BE","Generation - Wind Onshore  [MW] Day Ahead/ BZN|BE","Generation - Wind Onshore  [MW] Intraday / BZN|BE","Generation - Wind Onshore  [MW] Current / BZN|BE"
"22.03.2015 10:00 - 22.03.2015 11:00","553","n/e","n/e","202","n/e","n/e","314","n/e","n/e"
"22.03.2015 11:00 - 22.03.2015 12:00","731","n/e","n/e","179","n/e","n/e","271","n/e","n/e"
"22.03.2015 12:00 - 22.03.2015 13:00","853","n/e","n/e","156","n/e","n/e","232","n/e","n/e"
"22.03.2015 13:00 - 22.03.2015 14:00","888","n/e","n/e","131","n/e","n/e","205","n/e","n/e"
"22.03.2015 14:00 - 22.03.2015 15:00","852","n/e","n/e","100","n/e","n/e","195","n/e","n/e"
"22.03.2015 15:00 - 22.03.2015 16:00","761","n/e","n/e","70","n/e","n/e","185","n/e","n/e"
"22.03.2015 16:00 - 22.03.2015 17:00","559","n/e","n/e","53","n/e","n/e","172","n/e","n/e"
"22.03.2015 17:00 - 22.03.2015 18:00","268","n/e","n/e","54","n/e","n/e","156","n/e","n/e"
"22.03.2015 18:00 - 22.03.2015 19:00","40","n/e","n/e","54","n/e","n/e","137","n/e","n/e"
"22.03.2015 19:00 - 22.03.2015 20:00","0","n/e","n/e","45","n/e","n/e","125","n/e","n/e"
"22.03.2015 20:00 - 22.03.2015 21:00","0","n/e","n/e","34","n/e","n/e","126","n/e","n/e"
"22.03.2015 21:00 - 22.03.2015 22:00","0","n/e","n/e","24","n/e","n/e","125","n/e","n/e"
"22.03.2015 22:00 - 22.03.2015 23:00","0","n/e","n/e","18","n/e","n/e","116","n/e","n/e"
"22.03.2015 23:00 - 23.03.2015 00:00","0","n/e","n/e","13","n/e","n/e","95","n/e","n/e"
"23.03.2015 00:00 - 23.03.2015 01:00","0","n/e","n/e","20","n/e","n/e","63","n/e","n/e"
"23.03.2015 01:00 - 23.03.2015 02:00","0","n/e","n/e","20","n/e","n/e","49","n/e","n/e"
"23.03.2015 02:00 - 23.03.2015 03:00","0","n/e","n/e","16","n/e","n/e","37","n/e","n/e"
"23.03.2015 03:00 - 23.03.2015 04:00","0","n/e","n/e","11","n/e","n/e","25","n/e","n/e"
"23.03.2015 04:00 - 23.03.2015 05:00","0","n/e","n/e","8","n/e","n/e","16","n/e","n/e"
"23.03.2015 05:00 - 23.03.2015 06:00","0","n/e","n/e","10","n/e","n/e","12","n/e","n/e"
"23.03.2015 06:00 - 23.03.2015 07:00","3","n/e","n/e","11","n/e","n/e","8","n/e","n/e"
"23.03.2015 07:00 - 23.03.2015 08:00","111","n/e","n/e","11","n/e","n/e","5","n/e","n/e"
"23.03.2015 08:00 - 23.03.2015 09:00","488","n/e","n/e","11","n/e","n/e","3","n/e","n/e"
"23.03.2015 09:00 - 23.03.2015 10:00","899","n/e","n/e","11","n/e","n/e","2","n/e","n/e"
"23.03.2015 10:00 - 23.03.2015 11:00","1193","n/e","n/e","10","n/e","n/e","1","n/e","n/e"
"23.03.2015 11:00 - 23.03.2015 12:00","1320","n/e","n/e","7","n/e","n/e","1","n/e","n/e"
"23.03.2015 12:00 - 23.03.2015 13:00","1310","n/e","n/e","6","n/e","n/e","1","n/e","n/e"
"23.03.2015 13:00 - 23.03.2015 14:00","1157","n/e","n/e","7","n/e","n/e","1","n/e","n/e"
"23.03.2015 14:00 - 23.03.2015 15:00","933","n/e","n/e","9","n/e","n/e","1","n/e","n/e"
"23.03.2015 15:00 - 23.03.2015 16:00","695","n/e","n/e","9","n/e","n/e","1","n/e","n/e"
"23.03.2015 16:00 - 23.03.2015 17:00","382","n/e","n/e","11","n/e","n/e","3","n/e","n/e"
"23.03.2015 17:00 - 23.03.2015 18:00","137","n/e","n/e","18","n/e","n/e","7","n/e","n/e"
"23.03.2015 18:00 - 23.03.2015 19:00","22","n/e","n/e","25","n/e","n/e","11","n/e","n/e"
"23.03.2015 19:00 - 23.03.2015 20:00","0","n/e","n/e","35","n/e","n/e","17","n/e","n/e"
"23.03.2015 20:00 - 23.03.2015 21:00","0","n/e","n/e","50","n/e","n/e","24","n/e","n/e"
"23.03.2015 21:00 - 23.03.2015 22:00","0","n/e","n/e","65","n/e","n/e","28","n/e","n/e"
"23.03.2015 22:00 - 23.03.2015 23:00","0","n/e","n/e","71","n/e","n/e","30","n/e","n/e"
"23.03.2015 23:00 - 24.03.2015 00:00","0","n/e","n/e","63","n/e","n/e","26","n/e","n/e"
"24.03.2015 00:00 - 24.03.2015 01:00","0","n/e","n/e","136","n/e","n/e","30","n/e","n/e"
"24.03.2015 01:00 - 24.03.2015 02:00","0","n/e","n/e","127","n/e","n/e","28","n/e","n/e"
"24.03.2015 02:00 - 24.03.2015 03:00","0","n/e","n/e","114","n/e","n/e","29","n/e","n/e"
"24.03.2015 03:00 - 24.03.2015 04:00","0","n/e","n/e","102","n/e","n/e","29","n/e","n/e"
"24.03.2015 04:00 - 24.03.2015 05:00","0","n/e","n/e","91","n/e","n/e","31","n/e","n/e"
"24.03.2015 05:00 - 24.03.2015 06:00","0","n/e","n/e","76","n/e","n/e","35","n/e","n/e"
"24.03.2015 06:00 - 24.03.2015 07:00","4","n/e","n/e","62","n/e","n/e","40","n/e","n/e"
"24.03.2015 07:00 - 24.03.2015 08:00","124","n/e","n/e","48","n/e","n/e","38","n/e","n/e"
"24.03.2015 08:00 - 24.03.2015 09:00","405","n/e","n/e","36","n/e","n/e","26","n/e","n/e"
"24.03.2015 09:00 - 24.03.2015 10:00","698","n/e","n/e","23","n/e","n/e","15","n/e","n/e"
"24.03.2015 10:00 - 24.03.2015 11:00","935","n/e","n/e","20","n/e","n/e","8","n/e","n/e"
"24.03.2015 11:00 - 24.03.2015 12:00","1035","n/e","n/e","27","n/e","n/e","10","n/e","n/e"
"24.03.2015 12:00 - 24.03.2015 13:00","965","n/e","n/e","37","n/e","n/e","13","n/e","n/e"
"24.03.2015 13:00 - 24.03.2015 14:00","803","n/e","n/e","40","n/e","n/e","14","n/e","n/e"
"24.03.2015 14:00 - 24.03.2015 15:00","593","n/e","n/e","36","n/e","n/e","14","n/e","n/e"
"24.03.2015 15:00 - 24.03.2015 16:00","388","n/e","n/e","33","n/e","n/e","13","n/e","n/e"
"24.03.2015 16:00 - 24.03.2015 17:00","209","n/e","n/e","30","n/e","n/e","15","n/e","n/e"
"24.03.2015 17:00 - 24.03.2015 18:00","81","n/e","n/e","27","n/e","n/e","22","n/e","n/e"
"24.03.2015 18:00 - 24.03.2015 19:00","14","n/e","n/e","23","n/e","n/e","28","n/e","n/e"
"24.03.2015 19:00 - 24.03.2015 20:00","0","n/e","n/e","23","n/e","n/e","39","n/e","n/e"
"24.03.2015 20:00 - 24.03.2015 21:00","0","n/e","n/e","27","n/e","n/e","57","n/e","n/e"
"24.03.2015 21:00 - 24.03.2015 22:00","0","n/e","n/e","32","n/e","n/e","76","n/e","n/e"
"24.03.2015 22:00 - 24.03.2015 23:00","0","n/e","n/e","38","n/e","n/e","92","n/e","n/e"
"24.03.2015 23:00 - 25.03.2015 00:00","0","n/e","n/e","47","n/e","n/e","107","n/e","n/e"
"25.03.2015 00:00 - 25.03.2015 01:00","0","n/e","n/e","80","n/e","n/e","150","n/e","n/e"
"25.03.2015 01:00 - 25.03.2015 02:00","0","n/e","n/e","106","n/e","n/e","166","n/e","n/e"
"25.03.2015 02:00 - 25.03.2015 03:00","0","n/e","n/e","136","n/e","n/e","175","n/e","n/e"
"25.03.2015 03:00 - 25.03.2015 04:00","0","n/e","n/e","168","n/e","n/e","183","n/e","n/e"
"25.03.2015 04:00 - 25.03.2015 05:00","0","n/e","n/e","200","n/e","n/e","185","n/e","n/e"
"25.03.2015 05:00 - 25.03.2015 06:00","0","n/e","n/e","215","n/e","n/e","179","n/e","n/e"
"25.03.2015 06:00 - 25.03.2015 07:00","1","n/e","n/e","218","n/e","n/e","175","n/e","n/e"
"25.03.2015 07:00 - 25.03.2015 08:00","13","n/e","n/e","230","n/e","n/e","173","n/e","n/e"
"25.03.2015 08:00 - 25.03.2015 09:00","44","n/e","n/e","250","n/e","n/e","173","n/e","n/e"
"25.03.2015 09:00 - 25.03.2015 10:00","101","n/e","n/e","274","n/e","n/e","173","n/e","n/e"
"25.03.2015 10:00 - 25.03.2015 11:00","166","n/e","n/e","288","n/e","n/e","178","n/e","n/e"
"25.03.2015 11:00 - 25.03.2015 12:00","222","n/e","n/e","287","n/e","n/e","187","n/e","n/e"
"25.03.2015 12:00 - 25.03.2015 13:00","272","n/e","n/e","288","n/e","n/e","194","n/e","n/e"
"25.03.2015 13:00 - 25.03.2015 14:00","294","n/e","n/e","281","n/e","n/e","208","n/e","n/e"
"25.03.2015 14:00 - 25.03.2015 15:00","287","n/e","n/e","269","n/e","n/e","229","n/e","n/e"
"25.03.2015 15:00 - 25.03.2015 16:00","260","n/e","n/e","253","n/e","n/e","249","n/e","n/e"
"25.03.2015 16:00 - 25.03.2015 17:00","197","n/e","n/e","231","n/e","n/e","253","n/e","n/e"
"25.03.2015 17:00 - 25.03.2015 18:00","103","n/e","n/e","197","n/e","n/e","234","n/e","n/e"
"25.03.2015 18:00 - 25.03.2015 19:00","19","n/e","n/e","163","n/e","n/e","217","n/e","n/e"
"25.03.2015 19:00 - 25.03.2015 20:00","0","n/e","n/e","131","n/e","n/e","197","n/e","n/e"
"25.03.2015 20:00 - 25.03.2015 21:00","0","n/e","n/e","100","n/e","n/e","173","n/e","n/e"
"25.03.2015 21:00 - 25.03.2015 22:00","0","n/e","n/e","73","n/e","n/e","150","n/e","n/e"
"25.03.2015 22:00 - 25.03.2015 23:00","0","n/e","n/e","50","n/e","n/e","132","n/e","n/e"
"25.03.2015 23:00 - 26.03.2015 00:00","0","n/e","n/e","47","n/e","n/e","123","n/e","n/e"
"26.03.2015 00:00 - 26.03.2015 01:00","0","n/e","n/e","41","n/e","n/e","136","n/e","n/e"
"26.03.2015 01:00 - 26.03.2015 02:00","0","n/e","n/e","46","n/e","n/e","124","n/e","n/e"
"26.03.2015 02:00 - 26.03.2015 03:00","0","n/e","n/e","71","n/e","n/e","114","n/e","n/e"
"26.03.2015 03:00 - 26.03.2015 04:00","0","n/e","n/e","99","n/e","n/e","107","n/e","n/e"
"26.03.2015 04:00 - 26.03.2015 05:00","0","n/e","n/e","138","n/e","n/e","117","n/e","n/e"
"26.03.2015 05:00 - 26.03.2015 06:00","0","n/e","n/e","195","n/e","n/e","152","n/e","n/e"
"26.03.2015 06:00 - 26.03.2015 07:00","5","n/e","n/e","257","n/e","n/e","187","n/e","n/e"
"26.03.2015 07:00 - 26.03.2015 08:00","122","n/e","n/e","329","n/e","n/e","223","n/e","n/e"
"26.03.2015 08:00 - 26.03.2015 09:00","379","n/e","n/e","404","n/e","n/e","264","n/e","n/e"
"26.03.2015 09:00 - 26.03.2015 10:00","531","n/e","n/e","480","n/e","n/e","299","n/e","n/e"
"26.03.2015 10:00 - 26.03.2015 11:00","522","n/e","n/e","536","n/e","n/e","351","n/e","n/e"
"26.03.2015 11:00 - 26.03.2015 12:00","428","n/e","n/e","557","n/e","n/e","456","n/e","n/e"
"26.03.2015 12:00 - 26.03.2015 13:00","335","n/e","n/e","590","n/e","n/e","566","n/e","n/e"
"26.03.2015 13:00 - 26.03.2015 14:00","246","n/e","n/e","584","n/e","n/e","647","n/e","n/e"
"26.03.2015 14:00 - 26.03.2015 15:00","167","n/e","n/e","522","n/e","n/e","672","n/e","n/e"
"26.03.2015 15:00 - 26.03.2015 16:00","119","n/e","n/e","464","n/e","n/e","698","n/e","n/e"
"26.03.2015 16:00 - 26.03.2015 17:00","88","n/e","n/e","456","n/e","n/e","691","n/e","n/e"
"26.03.2015 17:00 - 26.03.2015 18:00","60","n/e","n/e","522","n/e","n/e","612","n/e","n/e"
"26.03.2015 18:00 - 26.03.2015 19:00","13","n/e","n/e","578","n/e","n/e","525","n/e","n/e"
"26.03.2015 19:00 - 26.03.2015 20:00","0","n/e","n/e","617","n/e","n/e","467","n/e","n/e"
"26.03.2015 20:00 - 26.03.2015 21:00","0","n/e","n/e","615","n/e","n/e","455","n/e","n/e"
"26.03.2015 21:00 - 26.03.2015 22:00","0","n/e","n/e","628","n/e","n/e","433","n/e","n/e"
"26.03.2015 22:00 - 26.03.2015 23:00","0","n/e","n/e","635","n/e","n/e","430","n/e","n/e"
"26.03.2015 23:00 - 27.03.2015 00:00","0","n/e","n/e","636","n/e","n/e","467","n/e","n/e"
"27.03.2015 00:00 - 27.03.2015 01:00","0","n/e","n/e","665","n/e","n/e","586","n/e","n/e"
"27.03.2015 01:00 - 27.03.2015 02:00","0","n/e","n/e","658","n/e","n/e","611","n/e","n/e"
"27.03.2015 02:00 - 27.03.2015 03:00","0","n/e","n/e","648","n/e","n/e","602","n/e","n/e"
"27.03.2015 03:00 - 27.03.2015 04:00","0","n/e","n/e","636","n/e","n/e","591","n/e","n/e"
"27.03.2015 04:00 - 27.03.2015 05:00","0","n/e","n/e","624","n/e","n/e","580","n/e","n/e"
"27.03.2015 05:00 - 27.03.2015 06:00","0","n/e","n/e","611","n/e","n/e","566","n/e","n/e"
"27.03.2015 06:00 - 27.03.2015 07:00","4","n/e","n/e","595","n/e","n/e","551","n/e","n/e"
"27.03.2015 07:00 - 27.03.2015 08:00","99","n/e","n/e","562","n/e","n/e","537","n/e","n/e"
"27.03.2015 08:00 - 27.03.2015 09:00","325","n/e","n/e","507","n/e","n/e","521","n/e","n/e"
"27.03.2015 09:00 - 27.03.2015 10:00","574","n/e","n/e","448","n/e","n/e","505","n/e","n/e"
"27.03.2015 10:00 - 27.03.2015 11:00","788","n/e","n/e","372","n/e","n/e","482","n/e","n/e"
"27.03.2015 11:00 - 27.03.2015 12:00","949","n/e","n/e","293","n/e","n/e","445","n/e","n/e"
"27.03.2015 12:00 - 27.03.2015 13:00","1040","n/e","n/e","208","n/e","n/e","412","n/e","n/e"
"27.03.2015 13:00 - 27.03.2015 14:00","1068","n/e","n/e","143","n/e","n/e","383","n/e","n/e"
"27.03.2015 14:00 - 27.03.2015 15:00","1061","n/e","n/e","116","n/e","n/e","356","n/e","n/e"
"27.03.2015 15:00 - 27.03.2015 16:00","933","n/e","n/e","93","n/e","n/e","325","n/e","n/e"
"27.03.2015 16:00 - 27.03.2015 17:00","657","n/e","n/e","89","n/e","n/e","275","n/e","n/e"
"27.03.2015 17:00 - 27.03.2015 18:00","310","n/e","n/e","100","n/e","n/e","202","n/e","n/e"
"27.03.2015 18:00 - 27.03.2015 19:00","52","n/e","n/e","80","n/e","n/e","133","n/e","n/e"
"27.03.2015 19:00 - 27.03.2015 20:00","0","n/e","n/e","74","n/e","n/e","81","n/e","n/e"
"27.03.2015 20:00 - 27.03.2015 21:00","0","n/e","n/e","66","n/e","n/e","61","n/e","n/e"
"27.03.2015 21:00 - 27.03.2015 22:00","0","n/e","n/e","77","n/e","n/e","46","n/e","n/e"
"27.03.2015 22:00 - 27.03.2015 23:00","0","n/e","n/e","81","n/e","n/e","40","n/e","n/e"
"27.03.2015 23:00 - 28.03.2015 00:00","0","n/e","n/e","86","n/e","n/e","43","n/e","n/e"
"28.03.2015 00:00 - 28.03.2015 01:00","0","n/e","n/e","69","n/e","n/e","34","n/e","n/e"
"28.03.2015 01:00 - 28.03.2015 02:00","0","n/e","n/e","80","n/e","n/e","45","n/e","n/e"
"28.03.2015 02:00 - 28.03.2015 03:00","0","n/e","n/e","102","n/e","n/e","79","n/e","n/e"
"28.03.2015 03:00 - 28.03.2015 04:00","0","n/e","n/e","121","n/e","n/e","113","n/e","n/e"
"28.03.2015 04:00 - 28.03.2015 05:00","0","n/e","n/e","146","n/e","n/e","160","n/e","n/e"
"28.03.2015 05:00 - 28.03.2015 06:00","0","n/e","n/e","199","n/e","n/e","227","n/e","n/e"
"28.03.2015 06:00 - 28.03.2015 07:00","4","n/e","n/e","260","n/e","n/e","293","n/e","n/e"
"28.03.2015 07:00 - 28.03.2015 08:00","56","n/e","n/e","312","n/e","n/e","341","n/e","n/e"
"28.03.2015 08:00 - 28.03.2015 09:00","165","n/e","n/e","394","n/e","n/e","359","n/e","n/e"
"28.03.2015 09:00 - 28.03.2015 10:00","230","n/e","n/e","482","n/e","n/e","374","n/e","n/e"
"28.03.2015 10:00 - 28.03.2015 11:00","250","n/e","n/e","552","n/e","n/e","414","n/e","n/e"
"28.03.2015 11:00 - 28.03.2015 12:00","240","n/e","n/e","589","n/e","n/e","496","n/e","n/e"
"28.03.2015 12:00 - 28.03.2015 13:00","226","n/e","n/e","622","n/e","n/e","581","n/e","n/e"
"28.03.2015 13:00 - 28.03.2015 14:00","216","n/e","n/e","646","n/e","n/e","651","n/e","n/e"
"28.03.2015 14:00 - 28.03.2015 15:00","201","n/e","n/e","662","n/e","n/e","683","n/e","n/e"
"28.03.2015 15:00 - 28.03.2015 16:00","175","n/e","n/e","677","n/e","n/e","709","n/e","n/e"
"28.03.2015 16:00 - 28.03.2015 17:00","117","n/e","n/e","686","n/e","n/e","724","n/e","n/e"
"28.03.2015 17:00 - 28.03.2015 18:00","57","n/e","n/e","686","n/e","n/e","737","n/e","n/e"
"28.03.2015 18:00 - 28.03.2015 19:00","12","n/e","n/e","685","n/e","n/e","749","n/e","n/e"
"28.03.2015 19:00 - 28.03.2015 20:00","0","n/e","n/e","684","n/e","n/e","756","n/e","n/e"
"28.03.2015 20:00 - 28.03.2015 21:00","0","n/e","n/e","679","n/e","n/e","761","n/e","n/e"
"28.03.2015 21:00 - 28.03.2015 22:00","0","n/e","n/e","669","n/e","n/e","762","n/e","n/e"
"28.03.2015 22:00 - 28.03.2015 23:00","0","n/e","n/e","660","n/e","n/e","756","n/e","n/e"
"28.03.2015 23:00 - 29.03.2015 00:00","0","n/e","n/e","651","n/e","n/e","742","n/e","n/e"
"29.03.2015 00:00 - 29.03.2015 01:00","0","n/e","n/e","680","n/e","n/e","856","n/e","n/e"
"29.03.2015 01:00 - 29.03.2015 02:00","0","n/e","n/e","680","n/e","n/e","864","n/e","n/e"
"29.03.2015 02:00 - 29.03.2015 03:00","","","","","","","","",""
"29.03.2015 03:00 - 29.03.2015 04:00","0","n/e","n/e","677","n/e","n/e","862","n/e","n/e"
"29.03.2015 04:00 - 29.03.2015 05:00","0","n/e","n/e","674","n/e","n/e","859","n/e","n/e"
"29.03.2015 05:00 - 29.03.2015 06:00","0","n/e","n/e","671","n/e","n/e","850","n/e","n/e"
"29.03.2015 06:00 - 29.03.2015 07:00","0","n/e","n/e","674","n/e","n/e","835","n/e","n/e"
"29.03.2015 07:00 - 29.03.2015 08:00","5","n/e","n/e","674","n/e","n/e","816","n/e","n/e"
"29.03.2015 08:00 - 29.03.2015 09:00","60","n/e","n/e","671","n/e","n/e","807","n/e","n/e"
"29.03.2015 09:00 - 29.03.2015 10:00","152","n/e","n/e","670","n/e","n/e","826","n/e","n/e"
"29.03.2015 10:00 - 29.03.2015 11:00","241","n/e","n/e","667","n/e","n/e","846","n/e","n/e"
"29.03.2015 11:00 - 29.03.2015 12:00","284","n/e","n/e","669","n/e","n/e","878","n/e","n/e"
"29.03.2015 12:00 - 29.03.2015 13:00","288","n/e","n/e","674","n/e","n/e","928","n/e","n/e"
"29.03.2015 13:00 - 29.03.2015 14:00","261","n/e","n/e","661","n/e","n/e","970","n/e","n/e"
"29.03.2015 14:00 - 29.03.2015 15:00","200","n/e","n/e","596","n/e","n/e","999","n/e","n/e"
"29.03.2015 15:00 - 29.03.2015 16:00","133","n/e","n/e","510","n/e","n/e","1013","n/e","n/e"
"29.03.2015 16:00 - 29.03.2015 17:00","108","n/e","n/e","462","n/e","n/e","1027","n/e","n/e"
"29.03.2015 17:00 - 29.03.2015 18:00","91","n/e","n/e","469","n/e","n/e","1032","n/e","n/e"
"29.03.2015 18:00 - 29.03.2015 19:00","47","n/e","n/e","532","n/e","n/e","1022","n/e","n/e"
"29.03.2015 19:00 - 29.03.2015 20:00","10","n/e","n/e","597","n/e","n/e","1013","n/e","n/e"
"29.03.2015 20:00 - 29.03.2015 21:00","0","n/e","n/e","642","n/e","n/e","1003","n/e","n/e"
"29.03.2015 21:00 - 29.03.2015 22:00","0","n/e","n/e","651","n/e","n/e","977","n/e","n/e"
"29.03.2015 22:00 - 29.03.2015 23:00","0","n/e","n/e","661","n/e","n/e","943","n/e","n/e"
"29.03.2015 23:00 - 30.03.2015 00:00","0","n/e","n/e","669","n/e","n/e","914","n/e","n/e"
"30.03.2015 00:00 - 30.03.2015 01:00","0","n/e","n/e","679","n/e","n/e","929","n/e","n/e"
"30.03.2015 01:00 - 30.03.2015 02:00","0","n/e","n/e","677","n/e","n/e","900","n/e","n/e"
"30.03.2015 02:00 - 30.03.2015 03:00","0","n/e","n/e","674","n/e","n/e","868","n/e","n/e"
"30.03.2015 03:00 - 30.03.2015 04:00","0","n/e","n/e","670","n/e","n/e","827","n/e","n/e"
"30.03.2015 04:00 - 30.03.2015 05:00","0","n/e","n/e","664","n/e","n/e","788","n/e","n/e"
"30.03.2015 05:00 - 30.03.2015 06:00","0","n/e","n/e","658","n/e","n/e","740","n/e","n/e"
"30.03.2015 06:00 - 30.03.2015 07:00","0","n/e","n/e","654","n/e","n/e","674","n/e","n/e"
"30.03.2015 07:00 - 30.03.2015 08:00","12","n/e","n/e","649","n/e","n/e","605","n/e","n/e"
"30.03.2015 08:00 - 30.03.2015 09:00","218","n/e","n/e","641","n/e","n/e","582","n/e","n/e"
"30.03.2015 09:00 - 30.03.2015 10:00","626","n/e","n/e","631","n/e","n/e","637","n/e","n/e"
"30.03.2015 10:00 - 30.03.2015 11:00","1006","n/e","n/e","622","n/e","n/e","699","n/e","n/e"
"30.03.2015 11:00 - 30.03.2015 12:00","1304","n/e","n/e","590","n/e","n/e","731","n/e","n/e"
"30.03.2015 12:00 - 30.03.2015 13:00","1500","n/e","n/e","521","n/e","n/e","710","n/e","n/e"
"30.03.2015 13:00 - 30.03.2015 14:00","1636","n/e","n/e","458","n/e","n/e","689","n/e","n/e"
"30.03.2015 14:00 - 30.03.2015 15:00","1630","n/e","n/e","410","n/e","n/e","656","n/e","n/e"
"30.03.2015 15:00 - 30.03.2015 16:00","1467","n/e","n/e","395","n/e","n/e","604","n/e","n/e"
"30.03.2015 16:00 - 30.03.2015 17:00","1097","n/e","n/e","407","n/e","n/e","562","n/e","n/e"
"30.03.2015 17:00 - 30.03.2015 18:00","613","n/e","n/e","445","n/e","n/e","521","n/e","n/e"
"30.03.2015 18:00 - 30.03.2015 19:00","238","n/e","n/e","514","n/e","n/e","481","n/e","n/e"
"30.03.2015 19:00 - 30.03.2015 20:00","45","n/e","n/e","575","n/e","n/e","446","n/e","n/e"
"30.03.2015 20:00 - 30.03.2015 21:00","1","n/e","n/e","625","n/e","n/e","463","n/e","n/e"
"30.03.2015 21:00 - 30.03.2015 22:00","0","n/e","n/e","646","n/e","n/e","550","n/e","n/e"
"30.03.2015 22:00 - 30.03.2015 23:00","0","n/e","n/e","664","n/e","n/e","632","n/e","n/e"
"30.03.2015 23:00 - 31.03.2015 00:00","0","n/e","n/e","677","n/e","n/e","720","n/e","n/e"
"31.03.2015 00:00 - 31.03.2015 01:00","0","n/e","n/e","610","n/e","n/e","864","n/e","n/e"
"31.03.2015 01:00 - 31.03.2015 02:00","0","n/e","n/e","524","n/e","n/e","959","n/e","n/e"
"31.03.2015 02:00 - 31.03.2015 03:00","0","n/e","n/e","563","n/e","n/e","1015","n/e","n/e"
"31.03.2015 03:00 - 31.03.2015 04:00","0","n/e","n/e","619","n/e","n/e","1022","n/e","n/e"
"31.03.2015 04:00 - 31.03.2015 05:00","0","n/e","n/e","607","n/e","n/e","1033","n/e","n/e"
"31.03.2015 05:00 - 31.03.2015 06:00","0","n/e","n/e","634","n/e","n/e","1038","n/e","n/e"
"31.03.2015 06:00 - 31.03.2015 07:00","0","n/e","n/e","651","n/e","n/e","1039","n/e","n/e"
"31.03.2015 07:00 - 31.03.2015 08:00","6","n/e","n/e","667","n/e","n/e","1041","n/e","n/e"
"31.03.2015 08:00 - 31.03.2015 09:00","81","n/e","n/e","642","n/e","n/e","1042","n/e","n/e"
"31.03.2015 09:00 - 31.03.2015 10:00","250","n/e","n/e","643","n/e","n/e","1041","n/e","n/e"
"31.03.2015 10:00 - 31.03.2015 11:00","487","n/e","n/e","677","n/e","n/e","1041","n/e","n/e"
"31.03.2015 11:00 - 31.03.2015 12:00","717","n/e","n/e","690","n/e","n/e","1041","n/e","n/e"
"31.03.2015 12:00 - 31.03.2015 13:00","1048","n/e","n/e","687","n/e","n/e","1037","n/e","n/e"
"31.03.2015 13:00 - 31.03.2015 14:00","1265","n/e","n/e","683","n/e","n/e","1034","n/e","n/e"
"31.03.2015 14:00 - 31.03.2015 15:00","1408","n/e","n/e","685","n/e","n/e","1027","n/e","n/e"
"31.03.2015 15:00 - 31.03.2015 16:00","1357","n/e","n/e","684","n/e","n/e","1017","n/e","n/e"
"31.03.2015 16:00 - 31.03.2015 17:00","1054","n/e","n/e","677","n/e","n/e","1005","n/e","n/e"
"31.03.2015 17:00 - 31.03.2015 18:00","702","n/e","n/e","677","n/e","n/e","987","n/e","n/e"
"31.03.2015 18:00 - 31.03.2015 19:00","328","n/e","n/e","679","n/e","n/e","961","n/e","n/e"
"31.03.2015 19:00 - 31.03.2015 20:00","64","n/e","n/e","683","n/e","n/e","941","n/e","n/e"
"31.03.2015 20:00 - 31.03.2015 21:00","1","n/e","n/e","682","n/e","n/e","935","n/e","n/e"
"31.03.2015 21:00 - 31.03.2015 22:00","0","n/e","n/e","684","n/e","n/e","941","n/e","n/e"
"31.03.2015 22:00 - 31.03.2015 23:00","0","n/e","n/e","681","n/e","n/e","947","n/e","n/e"
"31.03.2015 23:00 - 01.04.2015 00:00","0","n/e","n/e","681","n/e","n/e","946","n/e","n/e"
"01.04.2015 00:00 - 01.04.2015 01:00","0","n/e","n/e","614","n/e","n/e","965","n/e","n/e"
"01.04.2015 01:00 - 01.04.2015 02:00","0","n/e","n/e","609","n/e","n/e","969","n/e","n/e"
"01.04.2015 02:00 - 01.04.2015 03:00","0","n/e","n/e","600","n/e","n/e","967","n/e","n/e"
"01.04.2015 03:00 - 01.04.2015 04:00","0","n/e","n/e","648","n/e","n/e","963","n/e","n/e"
"01.04.2015 04:00 - 01.04.2015 05:00","0","n/e","n/e","676","n/e","n/e","959","n/e","n/e"
"01.04.2015 05:00 - 01.04.2015 06:00","0","n/e","n/e","689","n/e","n/e","943","n/e","n/e"
"01.04.2015 06:00 - 01.04.2015 07:00","0","n/e","n/e","689","n/e","n/e","907","n/e","n/e"
"01.04.2015 07:00 - 01.04.2015 08:00","16","n/e","n/e","688","n/e","n/e","871","n/e","n/e"
"01.04.2015 08:00 - 01.04.2015 09:00","200","n/e","n/e","687","n/e","n/e","856","n/e","n/e"
"01.04.2015 09:00 - 01.04.2015 10:00","509","n/e","n/e","686","n/e","n/e","880","n/e","n/e"
"01.04.2015 10:00 - 01.04.2015 11:00","845","n/e","n/e","684","n/e","n/e","909","n/e","n/e"
"01.04.2015 11:00 - 01.04.2015 12:00","1150","n/e","n/e","682","n/e","n/e","925","n/e","n/e"
"01.04.2015 12:00 - 01.04.2015 13:00","1376","n/e","n/e","678","n/e","n/e","927","n/e","n/e"
"01.04.2015 13:00 - 01.04.2015 14:00","1481","n/e","n/e","678","n/e","n/e","932","n/e","n/e"
"01.04.2015 14:00 - 01.04.2015 15:00","1496","n/e","n/e","673","n/e","n/e","933","n/e","n/e"
