"MTU (CET)","Generation - Solar  [MW] Day Ahead/ BZN|BE","Generation - Solar  [MW] Intraday / BZN|BE","Generation - Solar  [MW] Current / BZN|BE","Generation - Wind Offshore  [MW] Day Ahead/ BZN|BE","Generation - Wind Offshore  [MW] Intraday / BZN|BE","Generation - Wind Offshore  [MW] Current / BZN|BE","Generation - Wind Onshore  [MW] Day Ahead/ BZN|BE","Generation - Wind Onshore  [MW] Intraday / BZN|BE","Generation - Wind Onshore  [MW] Current / BZN|BE"
"14.04.2016 08:00 - 14.04.2016 09:00","464","n/e","n/e","21","n/e","n/e","24","n/e","n/e"
"14.04.2016 09:00 - 14.04.2016 10:00","871","n/e","n/e","23","n/e","n/e","21","n/e","n/e"
"14.04.2016 10:00 - 14.04.2016 11:00","1294","n/e","n/e","35","n/e","n/e","20","n/e","n/e"
"14.04.2016 11:00 - 14.04.2016 12:00","1585","n/e","n/e","44","n/e","n/e","21","n/e","n/e"
"14.04.2016 12:00 - 14.04.2016 13:00","1734","n/e","n/e","42","n/e","n/e","25","n/e","n/e"
"14.04.2016 13:00 - 14.04.2016 14:00","1810","n/e","n/e","34","n/e","n/e","32","n/e","n/e"
"14.04.2016 14:00 - 14.04.2016 15:00","1782","n/e","n/e","27","n/e","n/e","41","n/e","n/e"
"14.04.2016 15:00 - 14.04.2016 16:00","1613","n/e","n/e","22","n/e","n/e","51","n/e","n/e"
"14.04.2016 16:00 - 14.04.2016 17:00","1244","n/e","n/e","19","n/e","n/e","57","n/e","n/e"
"14.04.2016 17:00 - 14.04.2016 18:00","801","n/e","n/e","18","n/e","n/e","52","n/e","n/e"
"14.04.2016 18:00 - 14.04.2016 19:00","419","n/e","n/e","19","n/e","n/e","43","n/e","n/e"
"14.04.2016 19:00 - 14.04.2016 20:00","132","n/e","n/e","21","n/e","n/e","41","n/e","n/e"
"14.04.2016 20:00 - 14.04.2016 21:00","10","n/e","n/e","31","n/e","n/e","52","n/e","n/e"
"14.04.2016 21:00 - 14.04.2016 22:00","0","n/e","n/e","52","n/e","n/e","82","n/e","n/e"
"14.04.2016 22:00 - 14.04.2016 23:00","0","n/e","n/e","73","n/e","n/e","128","n/e","n/e"
"14.04.2016 23:00 - 15.04.2016 00:00","0","n/e","n/e","77","n/e","n/e","172","n/e","n/e"
"15.04.2016 00:00 - 15.04.2016 01:00","0","n/e","n/e","74","n/e","n/e","216","n/e","n/e"
"15.04.2016 01:00 - 15.04.2016 02:00","0","n/e","n/e","76","n/e","n/e","235","n/e","n/e"
"15.04.2016 02:00 - 15.04.2016 03:00","0","n/e","n/e","67","n/e","n/e","255","n/e","n/e"
"15.04.2016 03:00 - 15.04.2016 04:00","0","n/e","n/e","55","n/e","n/e","287","n/e","n/e"
"15.04.2016 04:00 - 15.04.2016 05:00","0","n/e","n/e","50","n/e","n/e","334","n/e","n/e"
"15.04.2016 05:00 - 15.04.2016 06:00","0","n/e","n/e","53","n/e","n/e","371","n/e","n/e"
"15.04.2016 06:00 - 15.04.2016 07:00","0","n/e","n/e","90","n/e","n/e","404","n/e","n/e"
"15.04.2016 07:00 - 15.04.2016 08:00","43","n/e","n/e","174","n/e","n/e","465","n/e","n/e"
"15.04.2016 08:00 - 15.04.2016 09:00","178","n/e","n/e","255","n/e","n/e","534","n/e","n/e"
"15.04.2016 09:00 - 15.04.2016 10:00","354","n/e","n/e","298","n/e","n/e","578","n/e","n/e"
"15.04.2016 10:00 - 15.04.2016 11:00","617","n/e","n/e","322","n/e","n/e","605","n/e","n/e"
"15.04.2016 11:00 - 15.04.2016 12:00","1088","n/e","n/e","330","n/e","n/e","617","n/e","n/e"
"15.04.2016 12:00 - 15.04.2016 13:00","1461","n/e","n/e","321","n/e","n/e","608","n/e","n/e"
"15.04.2016 13:00 - 15.04.2016 14:00","1511","n/e","n/e","311","n/e","n/e","594","n/e","n/e"
"15.04.2016 14:00 - 15.04.2016 15:00","1423","n/e","n/e","323","n/e","n/e","586","n/e","n/e"
"15.04.2016 15:00 - 15.04.2016 16:00","1291","n/e","n/e","358","n/e","n/e","581","n/e","n/e"
"15.04.2016 16:00 - 15.04.2016 17:00","1094","n/e","n/e","382","n/e","n/e","562","n/e","n/e"
"15.04.2016 17:00 - 15.04.2016 18:00","806","n/e","n/e","364","n/e","n/e","516","n/e","n/e"
"15.04.2016 18:00 - 15.04.2016 19:00","454","n/e","n/e","308","n/e","n/e","459","n/e","n/e"
"15.04.2016 19:00 - 15.04.2016 20:00","144","n/e","n/e","246","n/e","n/e","426","n/e","n/e"
"15.04.2016 20:00 - 15.04.2016 21:00","13","n/e","n/e","207","n/e","n/e","436","n/e","n/e"
"15.04.2016 21:00 - 15.04.2016 22:00","0","n/e","n/e","210","n/e","n/e","488","n/e","n/e"
"15.04.2016 22:00 - 15.04.2016 23:00","0","n/e","n/e","254","n/e","n/e","564","n/e","n/e"
"15.04.2016 23:00 - 16.04.2016 00:00","0","n/e","n/e","317","n/e","n/e","631","n/e","n/e"
"16.04.2016 00:00 - 16.04.2016 01:00","0","n/e","n/e","309","n/e","n/e","857","n/e","n/e"
"16.04.2016 01:00 - 16.04.2016 02:00","0","n/e","n/e","408","n/e","n/e","886","n/e","n/e"
"16.04.2016 02:00 - 16.04.2016 03:00","0","n/e","n/e","498","n/e","n/e","868","n/e","n/e"
"16.04.2016 03:00 - 16.04.2016 04:00","0","n/e","n/e","493","n/e","n/e","798","n/e","n/e"
"16.04.2016 04:00 - 16.04.2016 05:00","0","n/e","n/e","436","n/e","n/e","697","n/e","n/e"
"16.04.2016 05:00 - 16.04.2016 06:00","0","n/e","n/e","381","n/e","n/e","597","n/e","n/e"
"16.04.2016 06:00 - 16.04.2016 07:00","0","n/e","n/e","359","n/e","n/e","519","n/e","n/e"
"16.04.2016 07:00 - 16.04.2016 08:00","86","n/e","n/e","366","n/e","n/e","469","n/e","n/e"
"16.04.2016 08:00 - 16.04.2016 09:00","358","n/e","n/e","383","n/e","n/e","449","n/e","n/e"
"16.04.2016 09:00 - 16.04.2016 10:00","729","n/e","n/e","398","n/e","n/e","454","n/e","n/e"
"16.04.2016 10:00 - 16.04.2016 11:00","1075","n/e","n/e","405","n/e","n/e","473","n/e","n/e"
"16.04.2016 11:00 - 16.04.2016 12:00","1284","n/e","n/e","395","n/e","n/e","486","n/e","n/e"
"16.04.2016 12:00 - 16.04.2016 13:00","1349","n/e","n/e","367","n/e","n/e","483","n/e","n/e"
"16.04.2016 13:00 - 16.04.2016 14:00","1269","n/e","n/e","330","n/e","n/e","470","n/e","n/e"
"16.04.2016 14:00 - 16.04.2016 15:00","1072","n/e","n/e","288","n/e","n/e","451","n/e","n/e"
"16.04.2016 15:00 - 16.04.2016 16:00","858","n/e","n/e","253","n/e","n/e","431","n/e","n/e"
"16.04.2016 16:00 - 16.04.2016 17:00","682","n/e","n/e","227","n/e","n/e","402","n/e","n/e"
"16.04.2016 17:00 - 16.04.2016 18:00","525","n/e","n/e","194","n/e","n/e","346","n/e","n/e"
"16.04.2016 18:00 - 16.04.2016 19:00","329","n/e","n/e","165","n/e","n/e","274","n/e","n/e"
"16.04.2016 19:00 - 16.04.2016 20:00","120","n/e","n/e","156","n/e","n/e","215","n/e","n/e"
"16.04.2016 20:00 - 16.04.2016 21:00","12","n/e","n/e","152","n/e","n/e","171","n/e","n/e"
"16.04.2016 21:00 - 16.04.2016 22:00","0","n/e","n/e","138","n/e","n/e","137","n/e","n/e"
"16.04.2016 22:00 - 16.04.2016 23:00","0","n/e","n/e","127","n/e","n/e","117","n/e","n/e"
"16.04.2016 23:00 - 17.04.2016 00:00","0","n/e","n/e","124","n/e","n/e","105","n/e","n/e"
"17.04.2016 00:00 - 17.04.2016 01:00","0","n/e","n/e","219","n/e","n/e","115","n/e","n/e"
"17.04.2016 01:00 - 17.04.2016 02:00","0","n/e","n/e","232","n/e","n/e","113","n/e","n/e"
"17.04.2016 02:00 - 17.04.2016 03:00","0","n/e","n/e","243","n/e","n/e","112","n/e","n/e"
"17.04.2016 03:00 - 17.04.2016 04:00","0","n/e","n/e","253","n/e","n/e","111","n/e","n/e"
"17.04.2016 04:00 - 17.04.2016 05:00","0","n/e","n/e","259","n/e","n/e","113","n/e","n/e"
"17.04.2016 05:00 - 17.04.2016 06:00","0","n/e","n/e","260","n/e","n/e","111","n/e","n/e"
"17.04.2016 06:00 - 17.04.2016 07:00","0","n/e","n/e","253","n/e","n/e","107","n/e","n/e"
"17.04.2016 07:00 - 17.04.2016 08:00","116","n/e","n/e","239","n/e","n/e","103","n/e","n/e"
"17.04.2016 08:00 - 17.04.2016 09:00","467","n/e","n/e","215","n/e","n/e","103","n/e","n/e"
"17.04.2016 09:00 - 17.04.2016 10:00","904","n/e","n/e","182","n/e","n/e","109","n/e","n/e"
"17.04.2016 10:00 - 17.04.2016 11:00","1315","n/e","n/e","147","n/e","n/e","120","n/e","n/e"
"17.04.2016 11:00 - 17.04.2016 12:00","1567","n/e","n/e","115","n/e","n/e","129","n/e","n/e"
"17.04.2016 12:00 - 17.04.2016 13:00","1650","n/e","n/e","91","n/e","n/e","134","n/e","n/e"
"17.04.2016 13:00 - 17.04.2016 14:00","1677","n/e","n/e","74","n/e","n/e","139","n/e","n/e"
"17.04.2016 14:00 - 17.04.2016 15:00","1635","n/e","n/e","63","n/e","n/e","145","n/e","n/e"
"17.04.2016 15:00 - 17.04.2016 16:00","1491","n/e","n/e","55","n/e","n/e","150","n/e","n/e"
"17.04.2016 16:00 - 17.04.2016 17:00","1281","n/e","n/e","47","n/e","n/e","149","n/e","n/e"
"17.04.2016 17:00 - 17.04.2016 18:00","987","n/e","n/e","37","n/e","n/e","140","n/e","n/e"
"17.04.2016 18:00 - 17.04.2016 19:00","570","n/e","n/e","29","n/e","n/e","123","n/e","n/e"
"17.04.2016 19:00 - 17.04.2016 20:00","177","n/e","n/e","24","n/e","n/e","103","n/e","n/e"
"17.04.2016 20:00 - 17.04.2016 21:00","22","n/e","n/e","27","n/e","n/e","85","n/e","n/e"
"17.04.2016 21:00 - 17.04.2016 22:00","0","n/e","n/e","37","n/e","n/e","72","n/e","n/e"
"17.04.2016 22:00 - 17.04.2016 23:00","0","n/e","n/e","55","n/e","n/e","63","n/e","n/e"
"17.04.2016 23:00 - 18.04.2016 00:00","0","n/e","n/e","78","n/e","n/e","55","n/e","n/e"
"18.04.2016 00:00 - 18.04.2016 01:00","0","n/e","n/e","22","n/e","n/e","52","n/e","n/e"
"18.04.2016 01:00 - 18.04.2016 02:00","0","n/e","n/e","41","n/e","n/e","44","n/e","n/e"
"18.04.2016 02:00 - 18.04.2016 03:00","0","n/e","n/e","76","n/e","n/e","42","n/e","n/e"
"18.04.2016 03:00 - 18.04.2016 04:00","0","n/e","n/e","113","n/e","n/e","50","n/e","n/e"
"18.04.2016 04:00 - 18.04.2016 05:00","0","n/e","n/e","139","n/e","n/e","68","n/e","n/e"
"18.04.2016 05:00 - 18.04.2016 06:00","0","n/e","n/e","147","n/e","n/e","92","n/e","n/e"
"18.04.2016 06:00 - 18.04.2016 07:00","2","n/e","n/e","137","n/e","n/e","114","n/e","n/e"
"18.04.2016 07:00 - 18.04.2016 08:00","167","n/e","n/e","127","n/e","n/e","128","n/e","n/e"
"18.04.2016 08:00 - 18.04.2016 09:00","631","n/e","n/e","130","n/e","n/e","125","n/e","n/e"
"18.04.2016 09:00 - 18.04.2016 10:00","1197","n/e","n/e","147","n/e","n/e","109","n/e","n/e"
"18.04.2016 10:00 - 18.04.2016 11:00","1666","n/e","n/e","178","n/e","n/e","101","n/e","n/e"
"18.04.2016 11:00 - 18.04.2016 12:00","1962","n/e","n/e","218","n/e","n/e","116","n/e","n/e"
"18.04.2016 12:00 - 18.04.2016 13:00","2083","n/e","n/e","258","n/e","n/e","159","n/e","n/e"
"18.04.2016 13:00 - 18.04.2016 14:00","2006","n/e","n/e","297","n/e","n/e","216","n/e","n/e"
"18.04.2016 14:00 - 18.04.2016 15:00","1786","n/e","n/e","333","n/e","n/e","268","n/e","n/e"
"18.04.2016 15:00 - 18.04.2016 16:00","1514","n/e","n/e","369","n/e","n/e","302","n/e","n/e"
"18.04.2016 16:00 - 18.04.2016 17:00","1243","n/e","n/e","409","n/e","n/e","313","n/e","n/e"
"18.04.2016 17:00 - 18.04.2016 18:00","905","n/e","n/e","448","n/e","n/e","300","n/e","n/e"
"18.04.2016 18:00 - 18.04.2016 19:00","504","n/e","n/e","479","n/e","n/e","275","n/e","n/e"
"18.04.2016 19:00 - 18.04.2016 20:00","172","n/e","n/e","495","n/e","n/e","251","n/e","n/e"
"18.04.2016 20:00 - 18.04.2016 21:00","20","n/e","n/e","485","n/e","n/e","234","n/e","n/e"
"18.04.2016 21:00 - 18.04.2016 22:00","0","n/e","n/e","444","n/e","n/e","230","n/e","n/e"
"18.04.2016 22:00 - 18.04.2016 23:00","0","n/e","n/e","383","n/e","n/e","234","n/e","n/e"
"18.04.2016 23:00 - 19.04.2016 00:00","0","n/e","n/e","314","n/e","n/e","235","n/e","n/e"
"19.04.2016 00:00 - 19.04.2016 01:00","0","n/e","n/e","288","n/e","n/e","245","n/e","n/e"
"19.04.2016 01:00 - 19.04.2016 02:00","0","n/e","n/e","255","n/e","n/e","223","n/e","n/e"
"19.04.2016 02:00 - 19.04.2016 03:00","0","n/e","n/e","229","n/e","n/e","200","n/e","n/e"
"19.04.2016 03:00 - 19.04.2016 04:00","0","n/e","n/e","206","n/e","n/e","179","n/e","n/e"
"19.04.2016 04:00 - 19.04.2016 05:00","0","n/e","n/e","178","n/e","n/e","157","n/e","n/e"
"19.04.2016 05:00 - 19.04.2016 06:00","0","n/e","n/e","149","n/e","n/e","133","n/e","n/e"
"19.04.2016 06:00 - 19.04.2016 07:00","0","n/e","n/e","125","n/e","n/e","107","n/e","n/e"
"19.04.2016 07:00 - 19.04.2016 08:00","56","n/e","n/e","108","n/e","n/e","81","n/e","n/e"
"19.04.2016 08:00 - 19.04.2016 09:00","256","n/e","n/e","90","n/e","n/e","57","n/e","n/e"
"19.04.2016 09:00 - 19.04.2016 10:00","637","n/e","n/e","71","n/e","n/e","40","n/e","n/e"
"19.04.2016 10:00 - 19.04.2016 11:00","1001","n/e","n/e","51","n/e","n/e","34","n/e","n/e"
"19.04.2016 11:00 - 19.04.2016 12:00","1351","n/e","n/e","36","n/e","n/e","38","n/e","n/e"
"19.04.2016 12:00 - 19.04.2016 13:00","1564","n/e","n/e","28","n/e","n/e","49","n/e","n/e"
"19.04.2016 13:00 - 19.04.2016 14:00","1652","n/e","n/e","24","n/e","n/e","64","n/e","n/e"
"19.04.2016 14:00 - 19.04.2016 15:00","1667","n/e","n/e","24","n/e","n/e","76","n/e","n/e"
"19.04.2016 15:00 - 19.04.2016 16:00","1554","n/e","n/e","28","n/e","n/e","83","n/e","n/e"
"19.04.2016 16:00 - 19.04.2016 17:00","1346","n/e","n/e","37","n/e","n/e","90","n/e","n/e"
"19.04.2016 17:00 - 19.04.2016 18:00","1018","n/e","n/e","48","n/e","n/e","101","n/e","n/e"
"19.04.2016 18:00 - 19.04.2016 19:00","573","n/e","n/e","60","n/e","n/e","116","n/e","n/e"
"19.04.2016 19:00 - 19.04.2016 20:00","187","n/e","n/e","76","n/e","n/e","137","n/e","n/e"
"19.04.2016 20:00 - 19.04.2016 21:00","26","n/e","n/e","91","n/e","n/e","167","n/e","n/e"
"19.04.2016 21:00 - 19.04.2016 22:00","0","n/e","n/e","104","n/e","n/e","205","n/e","n/e"
"19.04.2016 22:00 - 19.04.2016 23:00","0","n/e","n/e","113","n/e","n/e","238","n/e","n/e"
"19.04.2016 23:00 - 20.04.2016 00:00","0","n/e","n/e","114","n/e","n/e","248","n/e","n/e"
"20.04.2016 00:00 - 20.04.2016 01:00","0","n/e","n/e","107","n/e","n/e","231","n/e","n/e"
"20.04.2016 01:00 - 20.04.2016 02:00","0","n/e","n/e","87","n/e","n/e","222","n/e","n/e"
"20.04.2016 02:00 - 20.04.2016 03:00","0","n/e","n/e","75","n/e","n/e","228","n/e","n/e"
"20.04.2016 03:00 - 20.04.2016 04:00","0","n/e","n/e","71","n/e","n/e","246","n/e","n/e"
"20.04.2016 04:00 - 20.04.2016 05:00","0","n/e","n/e","72","n/e","n/e","261","n/e","n/e"
"20.04.2016 05:00 - 20.04.2016 06:00","0","n/e","n/e","77","n/e","n/e","256","n/e","n/e"
"20.04.2016 06:00 - 20.04.2016 07:00","5","n/e","n/e","82","n/e","n/e","231","n/e","n/e"
"20.04.2016 07:00 - 20.04.2016 08:00","192","n/e","n/e","85","n/e","n/e","196","n/e","n/e"
"20.04.2016 08:00 - 20.04.2016 09:00","672","n/e","n/e","80","n/e","n/e","160","n/e","n/e"
"20.04.2016 09:00 - 20.04.2016 10:00","1251","n/e","n/e","71","n/e","n/e","129","n/e","n/e"
"20.04.2016 10:00 - 20.04.2016 11:00","1746","n/e","n/e","65","n/e","n/e","113","n/e","n/e"
"20.04.2016 11:00 - 20.04.2016 12:00","2074","n/e","n/e","68","n/e","n/e","119","n/e","n/e"
"20.04.2016 12:00 - 20.04.2016 13:00","2259","n/e","n/e","85","n/e","n/e","147","n/e","n/e"
"20.04.2016 13:00 - 20.04.2016 14:00","2311","n/e","n/e","118","n/e","n/e","190","n/e","n/e"
"20.04.2016 14:00 - 20.04.2016 15:00","2242","n/e","n/e","163","n/e","n/e","232","n/e","n/e"
"20.04.2016 15:00 - 20.04.2016 16:00","2051","n/e","n/e","213","n/e","n/e","270","n/e","n/e"
"20.04.2016 16:00 - 20.04.2016 17:00","1732","n/e","n/e","269","n/e","n/e","304","n/e","n/e"
"20.04.2016 17:00 - 20.04.2016 18:00","1253","n/e","n/e","328","n/e","n/e","336","n/e","n/e"
"20.04.2016 18:00 - 20.04.2016 19:00","657","n/e","n/e","380","n/e","n/e","366","n/e","n/e"
"20.04.2016 19:00 - 20.04.2016 20:00","193","n/e","n/e","420","n/e","n/e","394","n/e","n/e"
"20.04.2016 20:00 - 20.04.2016 21:00","31","n/e","n/e","438","n/e","n/e","416","n/e","n/e"
"20.04.2016 21:00 - 20.04.2016 22:00","0","n/e","n/e","431","n/e","n/e","431","n/e","n/e"
"20.04.2016 22:00 - 20.04.2016 23:00","0","n/e","n/e","416","n/e","n/e","439","n/e","n/e"
"20.04.2016 23:00 - 21.04.2016 00:00","0","n/e","n/e","401","n/e","n/e","438","n/e","n/e"
"21.04.2016 00:00 - 21.04.2016 01:00","0","n/e","n/e","372","n/e","n/e","420","n/e","n/e"
"21.04.2016 01:00 - 21.04.2016 02:00","0","n/e","n/e","344","n/e","n/e","397","n/e","n/e"
"21.04.2016 02:00 - 21.04.2016 03:00","0","n/e","n/e","321","n/e","n/e","367","n/e","n/e"
"21.04.2016 03:00 - 21.04.2016 04:00","0","n/e","n/e","302","n/e","n/e","337","n/e","n/e"
"21.04.2016 04:00 - 21.04.2016 05:00","0","n/e","n/e","287","n/e","n/e","317","n/e","n/e"
"21.04.2016 05:00 - 21.04.2016 06:00","0","n/e","n/e","285","n/e","n/e","306","n/e","n/e"
"21.04.2016 06:00 - 21.04.2016 07:00","8","n/e","n/e","292","n/e","n/e","298","n/e","n/e"
"21.04.2016 07:00 - 21.04.2016 08:00","207","n/e","n/e","291","n/e","n/e","281","n/e","n/e"
"21.04.2016 08:00 - 21.04.2016 09:00","670","n/e","n/e","269","n/e","n/e","243","n/e","n/e"
"21.04.2016 09:00 - 21.04.2016 10:00","1161","n/e","n/e","233","n/e","n/e","191","n/e","n/e"
"21.04.2016 10:00 - 21.04.2016 11:00","1528","n/e","n/e","203","n/e","n/e","148","n/e","n/e"
"21.04.2016 11:00 - 21.04.2016 12:00","1767","n/e","n/e","191","n/e","n/e","130","n/e","n/e"
"21.04.2016 12:00 - 21.04.2016 13:00","1883","n/e","n/e","202","n/e","n/e","135","n/e","n/e"
"21.04.2016 13:00 - 21.04.2016 14:00","1907","n/e","n/e","232","n/e","n/e","153","n/e","n/e"
"21.04.2016 14:00 - 21.04.2016 15:00","1832","n/e","n/e","274","n/e","n/e","170","n/e","n/e"
"21.04.2016 15:00 - 21.04.2016 16:00","1643","n/e","n/e","330","n/e","n/e","179","n/e","n/e"
"21.04.2016 16:00 - 21.04.2016 17:00","1361","n/e","n/e","386","n/e","n/e","185","n/e","n/e"
"21.04.2016 17:00 - 21.04.2016 18:00","981","n/e","n/e","429","n/e","n/e","196","n/e","n/e"
"21.04.2016 18:00 - 21.04.2016 19:00","545","n/e","n/e","459","n/e","n/e","217","n/e","n/e"
"21.04.2016 19:00 - 21.04.2016 20:00","196","n/e","n/e","477","n/e","n/e","247","n/e","n/e"
"21.04.2016 20:00 - 21.04.2016 21:00","27","n/e","n/e","484","n/e","n/e","278","n/e","n/e"
"21.04.2016 21:00 - 21.04.2016 22:00","0","n/e","n/e","484","n/e","n/e","304","n/e","n/e"
"21.04.2016 22:00 - 21.04.2016 23:00","0","n/e","n/e","483","n/e","n/e","324","n/e","n/e"
"21.04.2016 23:00 - 22.04.2016 00:00","0","n/e","n/e","482","n/e","n/e","337","n/e","n/e"
"22.04.2016 00:00 - 22.04.2016 01:00","0","n/e","n/e","450","n/e","n/e","300","n/e","n/e"
"22.04.2016 01:00 - 22.04.2016 02:00","0","n/e","n/e","421","n/e","n/e","298","n/e","n/e"
"22.04.2016 02:00 - 22.04.2016 03:00","0","n/e","n/e","383","n/e","n/e","291","n/e","n/e"
"22.04.2016 03:00 - 22.04.2016 04:00","0","n/e","n/e","343","n/e","n/e","282","n/e","n/e"
"22.04.2016 04:00 - 22.04.2016 05:00","0","n/e","n/e","307","n/e","n/e","272","n/e","n/e"
"22.04.2016 05:00 - 22.04.2016 06:00","0","n/e","n/e","277","n/e","n/e","260","n/e","n/e"
"22.04.2016 06:00 - 22.04.2016 07:00","3","n/e","n/e","251","n/e","n/e","245","n/e","n/e"
"22.04.2016 07:00 - 22.04.2016 08:00","104","n/e","n/e","231","n/e","n/e","228","n/e","n/e"
"22.04.2016 08:00 - 22.04.2016 09:00","313","n/e","n/e","219","n/e","n/e","207","n/e","n/e"
"22.04.2016 09:00 - 22.04.2016 10:00","605","n/e","n/e","212","n/e","n/e","187","n/e","n/e"
"22.04.2016 10:00 - 22.04.2016 11:00","814","n/e","n/e","211","n/e","n/e","174","n/e","n/e"
"22.04.2016 11:00 - 22.04.2016 12:00","1036","n/e","n/e","215","n/e","n/e","169","n/e","n/e"
"22.04.2016 12:00 - 22.04.2016 13:00","1212","n/e","n/e","221","n/e","n/e","173","n/e","n/e"
"22.04.2016 13:00 - 22.04.2016 14:00","1203","n/e","n/e","232","n/e","n/e","182","n/e","n/e"
"22.04.2016 14:00 - 22.04.2016 15:00","1086","n/e","n/e","255","n/e","n/e","190","n/e","n/e"
"22.04.2016 15:00 - 22.04.2016 16:00","925","n/e","n/e","293","n/e","n/e","196","n/e","n/e"
"22.04.2016 16:00 - 22.04.2016 17:00","704","n/e","n/e","342","n/e","n/e","204","n/e","n/e"
"22.04.2016 17:00 - 22.04.2016 18:00","483","n/e","n/e","391","n/e","n/e","217","n/e","n/e"
"22.04.2016 18:00 - 22.04.2016 19:00","281","n/e","n/e","427","n/e","n/e","239","n/e","n/e"
"22.04.2016 19:00 - 22.04.2016 20:00","112","n/e","n/e","448","n/e","n/e","268","n/e","n/e"
"22.04.2016 20:00 - 22.04.2016 21:00","15","n/e","n/e","453","n/e","n/e","298","n/e","n/e"
"22.04.2016 21:00 - 22.04.2016 22:00","0","n/e","n/e","447","n/e","n/e","324","n/e","n/e"
"22.04.2016 22:00 - 22.04.2016 23:00","0","n/e","n/e","434","n/e","n/e","343","n/e","n/e"
"22.04.2016 23:00 - 23.04.2016 00:00","0","n/e","n/e","410","n/e","n/e","350","n/e","n/e"
"23.04.2016 00:00 - 23.04.2016 01:00","0","n/e","n/e","325","n/e","n/e","341","n/e","n/e"
"23.04.2016 01:00 - 23.04.2016 02:00","0","n/e","n/e","294","n/e","n/e","330","n/e","n/e"
"23.04.2016 02:00 - 23.04.2016 03:00","0","n/e","n/e","272","n/e","n/e","314","n/e","n/e"
"23.04.2016 03:00 - 23.04.2016 04:00","0","n/e","n/e","258","n/e","n/e","296","n/e","n/e"
"23.04.2016 04:00 - 23.04.2016 05:00","0","n/e","n/e","250","n/e","n/e","279","n/e","n/e"
"23.04.2016 05:00 - 23.04.2016 06:00","0","n/e","n/e","255","n/e","n/e","262","n/e","n/e"
"23.04.2016 06:00 - 23.04.2016 07:00","2","n/e","n/e","270","n/e","n/e","247","n/e","n/e"
"23.04.2016 07:00 - 23.04.2016 08:00","93","n/e","n/e","288","n/e","n/e","245","n/e","n/e"
"23.04.2016 08:00 - 23.04.2016 09:00","345","n/e","n/e","301","n/e","n/e","262","n/e","n/e"
"23.04.2016 09:00 - 23.04.2016 10:00","745","n/e","n/e","304","n/e","n/e","297","n/e","n/e"
"23.04.2016 10:00 - 23.04.2016 11:00","1047","n/e","n/e","301","n/e","n/e","335","n/e","n/e"
"23.04.2016 11:00 - 23.04.2016 12:00","1316","n/e","n/e","285","n/e","n/e","357","n/e","n/e"
"23.04.2016 12:00 - 23.04.2016 13:00","1493","n/e","n/e","268","n/e","n/e","364","n/e","n/e"
"23.04.2016 13:00 - 23.04.2016 14:00","1564","n/e","n/e","265","n/e","n/e","373","n/e","n/e"
"23.04.2016 14:00 - 23.04.2016 15:00","1565","n/e","n/e","275","n/e","n/e","394","n/e","n/e"
"23.04.2016 15:00 - 23.04.2016 16:00","1493","n/e","n/e","295","n/e","n/e","424","n/e","n/e"
"23.04.2016 16:00 - 23.04.2016 17:00","1328","n/e","n/e","314","n/e","n/e","449","n/e","n/e"
"23.04.2016 17:00 - 23.04.2016 18:00","1034","n/e","n/e","325","n/e","n/e","457","n/e","n/e"
"23.04.2016 18:00 - 23.04.2016 19:00","603","n/e","n/e","333","n/e","n/e","441","n/e","n/e"
"23.04.2016 19:00 - 23.04.2016 20:00","202","n/e","n/e","344","n/e","n/e","403","n/e","n/e"
"23.04.2016 20:00 - 23.04.2016 21:00","35","n/e","n/e","363","n/e","n/e","347","n/e","n/e"
"23.04.2016 21:00 - 23.04.2016 22:00","0","n/e","n/e","395","n/e","n/e","285","n/e","n/e"
"23.04.2016 22:00 - 23.04.2016 23:00","0","n/e","n/e","432","n/e","n/e","234","n/e","n/e"
"23.04.2016 23:00 - 24.04.2016 00:00","0","n/e","n/e","464","n/e","n/e","206","n/e","n/e"
"24.04.2016 00:00 - 24.04.2016 01:00","0","n/e","n/e","442","n/e","n/e","173","n/e","n/e"
"24.04.2016 01:00 - 24.04.2016 02:00","0","n/e","n/e","438","n/e","n/e","185","n/e","n/e"
"24.04.2016 02:00 - 24.04.2016 03:00","0","n/e","n/e","428","n/e","n/e","194","n/e","n/e"
"24.04.2016 03:00 - 24.04.2016 04:00","0","n/e","n/e","415","n/e","n/e","190","n/e","n/e"
"24.04.2016 04:00 - 24.04.2016 05:00","0","n/e","n/e","404","n/e","n/e","180","n/e","n/e"
"24.04.2016 05:00 - 24.04.2016 06:00","0","n/e","n/e","399","n/e","n/e","166","n/e","n/e"
"24.04.2016 06:00 - 24.04.2016 07:00","6","n/e","n/e","401","n/e","n/e","153","n/e","n/e"
"24.04.2016 07:00 - 24.04.2016 08:00","119","n/e","n/e","412","n/e","n/e","147","n/e","n/e"
"24.04.2016 08:00 - 24.04.2016 09:00","359","n/e","n/e","430","n/e","n/e","151","n/e","n/e"
"24.04.2016 09:00 - 24.04.2016 10:00","626","n/e","n/e","448","n/e","n/e","167","n/e","n/e"
"24.04.2016 10:00 - 24.04.2016 11:00","829","n/e","n/e","461","n/e","n/e","194","n/e","n/e"
"24.04.2016 11:00 - 24.04.2016 12:00","1069","n/e","n/e","462","n/e","n/e","226","n/e","n/e"
